SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
"",CE-31707-8,,The server connection has timed out
"",CE-31708-9,,The voice library has not been initialized.
"",CE-31709-0,,The voice library has already been initialized.
"",CE-31710-2,,Errors that belong to non-voice APIs.
"",CE-31711-3,,Invalid port.
"",CE-31712-4,,Invalid argument.
"",CE-31713-5,,Invalid memory block.
"",CE-31714-6,,Topology error.
"",CE-31715-7,,Insufficient resources.
"",CE-31716-8,,Library internal voice service is detached.
"",CE-31717-9,,Library internal voice service is attached.
"",CE-31718-0,,The VoiceQoS library has not been initialized.
"",CE-31719-1,,An invalid argument was given to a VoiceQoS library
"",CE-31720-3,,An invalid packet was given to a VoiceQoS library
"",CE-31721-4,,An unrecoverable internal error occurred in the VoiceQoS library.
"",CE-31722-5,,The VoiceQoS library has already been initialized.
"",CE-31723-6,,A system error occurred in the VoiceQoS library.
"",CE-31724-7,,A resource limit error occurred in the VoiceQoS library.
"",CE-32566-2,,The specified pointer is NULL.
"",CE-32567-3,,There is an alignment error in the specified pointer.
"",CE-32568-4,,The specified value is not within the accepted range.
"",CE-32569-5,,The specified parameter is invalid.
"",CE-32570-7,,The caller is attempting to perform an unauthorized operation.
"",CE-32571-8,,The fiber state does not allow that operation.
"",CE-32572-9,,Tried to load an unknown PRX
"",CE-32573-0,,Tried to unload a PRX that is already unloaded or the module is not loaded
"",CE-32574-1,,Function call failed
"",CE-32575-2,,Specified argument value is invalid
"",CE-32576-3,,Specified profile is invalid
"",CE-32577-4,,Specified source buffer is invalid
"",CE-32578-5,,Specified source buffer is insufficient
"",CE-32579-6,,Source encoding determined to be invalid
"",CE-32580-8,,Illegal character code detected in source character code
"",CE-32581-9,,Code points in output destination encoding scheme are not defined
"",CE-32582-0,,Character outside the representable code range of the output destination encoding scheme is detected
"",CE-32583-1,,Output destination buffer is invalid
"",CE-32584-2,,Output destination buffer is insufficient
"",CE-32585-3,,Specified memory address is invalid
"",CE-32586-4,,Specified memory size is invalid
"",CE-32587-5,,Specified parameter is invalid
"",CE-32588-6,,Specified handle is invalid
"",CE-32589-7,,Specified coefficient memory is invalid
"",CE-32590-9,,Work memory in the decoder is invalid
"",CE-32591-0,,Invalid JPEG image (non-standard)
"",CE-32592-1,,JPEG image is not supported by the decoder
"",CE-32593-2,,Decoding error
"",CE-32594-3,,Internal error
"",CE-32595-4,,Specified memory address is invalid
"",CE-32596-5,,Specified memory size is invalid
"",CE-32597-6,,Specified parameter is invalid
"",CE-32598-7,,Specified handle is invalid
"",CE-32599-8,,Encoding was aborted due to an overflow upon outputting the JPEG image
"",CE-32600-1,,Internal error
"",CE-32601-2,,Specified memory address is invalid
"",CE-32602-3,,Specified memory size is invalid
"",CE-32603-4,,Specified parameter is invalid
"",CE-32604-5,,Specified handle is invalid
"",CE-32605-6,,Work memory in the decoder is invalid
"",CE-32606-7,,Invalid PNG image (non-standard)
"",CE-32607-8,,PNG image is not supported by the decoder
"",CE-32608-9,,Decoding error
"",CE-32609-0,,Internal error
"",CE-32610-2,,Specified memory address is invalid
"",CE-32611-3,,Specified memory size is invalid
"",CE-32612-4,,Specified parameter is invalid
"",CE-32613-5,,Specified handle is invalid
"",CE-32614-6,,Encoding was aborted due to an overflow upon outputting the PNG image
"",CE-32615-7,,Internal error
"",CE-32616-8,,invalid parameter specified
"",CE-32617-9,,the requested operation has failed
"",CE-32618-0,,memory allocation has failed
"",CE-32619-1,,requested operation is not supported
"",CE-32620-3,,event notification that the file is non-interleaved
"",CE-32621-4,,event notification that the stream is looping back
"",CE-32622-5,,event notification of stream encrypted using Marlin
"",CE-32623-6,,event notification of stream encrypted using PlayReady
"",CE-32624-7,,event notification of stream encrypted using AES
"",CE-32625-8,,event notification of stream encrypted using other encryption technology
"",CE-32665-2,,internal error
"",CE-32666-3,,Specified codec type is invalid
"",CE-32667-4,,Specified argument is invalid
"",CE-32668-5,,size of structure is invalid
"",CE-32669-6,,size of AudiodecParam* structure is invalid
"",CE-32670-8,,size of Audiodec*Info structure is invalid
"",CE-32671-9,,size of AudiodecAuInfo structure is invalid
"",CE-32672-0,,size of AudiodecPcmItem structure is invalid
"",CE-32673-1,,Specified invalid pointer of AudiodecCtrl
"",CE-32674-2,,Specified invalid pointer of pParam
"",CE-32675-3,,Specified invalid pointer of pBsiInfo
"",CE-32676-4,,Specified invalid pointer of pAuInfo
"",CE-32677-5,,Specified invalid pointer of pPcmItem
"",CE-32678-6,,Specified invalid pAuAddr
"",CE-32679-7,,Specified invalid pPcmAddr
"",CE-32680-9,,Specified invalid handle
"",CE-32681-0,,Specified invalid word length
"",CE-32682-1,,Specified invalid uiAuSize
"",CE-32683-2,,Specified invalid uiPcmSize
"",CE-32684-3,,Specified invalid raw data output sampling frequency of MPEG4-AAC
"",CE-32685-4,,Specified invalid HE-AAC decoding flag of MPEG4-AAC
"",CE-32686-5,,Specified invalid header type of MPEG4-AAC
"",CE-32687-6,,Specified invalid maximum number of channels of MPEG4-AAC
"",CE-32688-7,,Specified invalid karaoke capable reproduction mode of Dolby Digital
"",CE-32689-8,,Specified invalid dynamic range compression mode of Dolby Digital
"",CE-32690-0,,Specified invalid LFE channel output mode of Dolby Digital
"",CE-32691-1,,Specified invalid output channel configuration of Dolby Digital
"",CE-32692-2,,Specified invalid number of output channels of Dolby Digital
"",CE-32693-3,,Specified invalid output PCM samples scale factor of Dolby Digital
"",CE-32694-4,,Specified invalid stereo mode of Dolby Digital
"",CE-32695-5,,Specified invalid dual mono reproduction mode of Dolby Digital
"",CE-32696-6,,Specified invalid high frequency dynamic cut scale factor of Dolby Digital
"",CE-32697-7,,Specified invalid low frequency dynamic boost scale factor of Dolby Digital
"",CE-32698-8,,Specified invalid output channel routing of Dolby Digital
"",CE-32699-9,,Specified invalid downmix flag of MPEG2-BC
"",CE-32700-2,,Specified invalid ConfigData of ATRAC9
"",CE-32701-3,,Specified invalid presentationMode of Dolby TrueHD
"",CE-32702-4,,Specified invalid lossless of Dolby TrueHD
"",CE-32703-5,,Specified invalid drcEnable of Dolby TrueHD
"",CE-32704-6,,Specified invalid drcCut of Dolby TrueHD
"",CE-32705-7,,Specified invalid drcBoost of Dolby TrueHD
"",CE-32706-8,,Specified invalid nFrameDecode of Dolby TrueHD
"",CE-32707-9,,The specified pointer is NULL.
"",CE-32708-0,,The alignment restrictions are not met.
"",CE-32709-1,,The specified value is out of range.
"",CE-32710-3,,The specified argument value is invalid.
"",CE-32711-4,,This is an unauthorized operation.
"",CE-32712-5,,The current state does not allow application of this operation.
"",CE-32713-6,,The resource cannot be used.
"",CE-32714-7,,Execution of this operation is temporarily not possible.
"",CE-32715-8,,A fatal error occurred.
"",CE-32716-9,,This library is not initialized.
"",CE-32717-0,,Not implemented
"",CE-32718-1,,Out of memory in opStorage
"",CE-32719-2,,Out of memory in fhStorage
"",CE-32720-4,,Out of memory in dhStorage
"",CE-32721-5,,Out of memory in chunkStorage
"",CE-32722-6,,File not found
"",CE-32723-7,,An invalid pointer was given as an argument
"",CE-32724-8,,An invalid offset was given as an argument
"",CE-32725-9,,An invalid size was given as an argument
"",CE-32726-0,,An invalid iovcnt was given as an argument
"",CE-32727-1,,An invalid FiosOp was given as an argument
"",CE-32728-2,,An invalid FiosFH was given as an argument
"",CE-32729-3,,An invalid FiosDH was given as an argument
"",CE-32730-5,,Invalid alignment on a pointer argument
"",CE-32731-6,,Attempted a file operation but target was a directory
"",CE-32732-7,,Attempted a directory operation but target was a file
"",CE-32733-8,,End-of-file reached
"",CE-32734-9,,Timeout occurred
"",CE-32735-0,,Operation was cancelled
"",CE-32736-1,,Insufficient access privileges
"",CE-32737-2,,Decompression failed
"",CE-32738-3,,Attempted to write to read-only filehandle or media
"",CE-32739-4,,Attempted to read from write-only filehandle
"",CE-32740-6,,Media has been removed unplugged or otherwise detached
"",CE-32741-7,,Path does not fit in buffer
"",CE-32742-8,,Too many overlays
"",CE-32743-9,,An invalid overlay was given as an argument
"",CE-32744-0,,An invalid order was given as an argument
"",CE-32745-1,,An invalid index was given. Either out of range or already in use
"",CE-32746-2,,Callback did not handle the event
"",CE-32747-3,,A FiosDHRead is already pending on this FiosDH
"",CE-32748-4,,Badly-formed or unsupported PSARC archive
"",CE-32749-5,,An invalid Resolve Type was given when resolving overlays
"",CE-32750-7,,Invalid flags were given as an argument
"",CE-32751-8,,An unknown platform-specific error occurred
"",CE-32752-9,,The file or directory already exists
"",CE-32753-0,,Invalid Character
"",CE-32754-1,,No Memory
"",CE-32755-2,,File Not Found
"",CE-32756-3,,Set Value No Root
"",CE-32757-4,,Not Initialize
"",CE-32758-5,,Multiple Init
"",CE-32759-6,,Generic error
"",CE-32760-8,,Failed to assign memory
"",CE-32761-9,,Not initialized yet
"",CE-32762-0,,Invalid argument
"",CE-32763-1,,Not Supported
"",CE-32764-2,,Initialize Failed
"",CE-32765-3,,Invalid Binary Data
"",CE-32766-4,,Busy Parser
"",CE-32767-5,,Unexpected EOF
"",CE-32768-6,,Syntax Eroor XML
"",CE-32769-7,,Mismatch End Tag
"",CE-32770-9,,Invalid Charactor
"",CE-32771-0,,Invalid DEC Value
"",CE-32772-1,,Invalid HEX Value
"",CE-32773-2,,Closing Angle Bracket Char Not Found
"",CE-32774-3,,Equality Char Not Found
"",CE-32775-4,,Semicolon Char Not Found
"",CE-32776-5,,Quote Char Not Found
"",CE-32777-6,,Comment Not Found
"",CE-32778-7,,End Of CDATA Not Found
"",CE-32779-8,,End Of DTD Not Found
"",CE-32780-0,,Unknown Encoding
"",CE-32781-1,,Not Set Handler
"",CE-32782-2,,Invalid PI
"",CE-32783-3,,Invalid Document Element
"",CE-32784-4,,Document Element Not Found
"",CE-32785-5,,Duplicate Attr Name
"",CE-32786-6,,DOM Error
"",CE-32787-7,,DOM Node Not Found
"",CE-32788-8,,DOM Read Only
"",CE-32789-9,,DOM Max Unique Element
"",CE-32790-1,,DOM Max Unique Attribute
"",CE-32791-2,,DOM Max Num of Attribute
"",CE-32792-3,,DOM Max Size of Element Name
"",CE-32793-4,,DOM Max Size of Attribute Name
"",CE-32794-5,,DOM Max Size of Attribute Value
"",CE-32795-6,,DOM Invalid Entity
"",CE-32796-7,,DOM Invalid Node Type
"",CE-32807-0,,"License Error // Step 1: If you have previously activated the system as your Primary PS4, go to [Settings] > [PSN] > [Activate as Your Primary PS4], deactivate, and then reactivate. Step 2: Go to [Settings] > [PSN] > [Restore Licenses],and choose the restore option. Step 3: If the error occurs again, please try again later. You can also check the status of the PSN here."
"",CE-32811-5,,Could not the application. Application data on HDD may be partially corrupted.
"",CE-32812-6,,Not enough memory to run
"",CE-32813-7,,Parameter is invalid
"",CE-32814-8,,Dictionary data is invalid
"",CE-32815-9,,Parts are incomplete
"",CE-32816-0,,Face angle is out of range
"",CE-32817-1,,Face shape is imperfect
"",CE-32818-2,,Error code indicating that Smart is not initialized yet.
"",CE-32819-3,,Error code indicating that Smart failed to allocate memory.
"",CE-32820-5,,Error code indicating that Smart is already initialized.
"",CE-32821-6,,Error code indicating that Smart is not stoped yet.
"",CE-32822-7,,Error code indicating that some of the resources are not yet
"",CE-32823-8,,Error code indicating that the given value is invalid.
"",CE-32824-9,,Error code indicating that the given pointer is invalid.
"",CE-32825-0,,Error code indicating that the input is already registered.
"",CE-32826-1,,Error code indicating that the input is not yet registered.
"",CE-32827-2,,Error code indicating that Smart is already started.
"",CE-32828-3,,Error code indicating that Smart is not started yet.
"",CE-32829-4,,Error code indicating that Smart is not ready for the request.
"",CE-32830-6,,Error code indicating that the given value/file is not
"",CE-32831-7,,Error code indicating that no target has been registered yet.
"",CE-32832-8,,Error code indicating that Smart is locked by other threads.
"",CE-32833-9,,Error code indicating that no target pack has been registered yet.
"",CE-32834-0,,Error code indicating that maximum number of registered target pack has been exceeded.
"",CE-32835-1,,Specified memory address is invalid
"",CE-32836-2,,Specified memory size is invalid
"",CE-32837-3,,invalid argument
"",CE-32838-4,,invalid port
"",CE-32839-5,,invalid handle
"",CE-32840-7,,already opened the port.
"",CE-32841-8,,library uninitialized.
"",CE-32842-9,,invalid light bar setting.
"",CE-32843-0,,device is not connected of the handle.
"",CE-32844-1,,fatal error
"",CE-32845-2,,Unknown error. This value should not be used.
"",CE-32846-3,,The specified AJM context does not exist.
"",CE-32847-4,,The specified AJM instance does not exist.
"",CE-32848-5,,The specified AJM batch does not exist.
"",CE-32849-6,,An invalid parameter was passed.
"",CE-32850-8,,Not enough memory to perform the operation.
"",CE-32851-9,,Not enough resources to perform the operation.
"",CE-32852-0,,The specified codec is not supported.
"",CE-32853-1,,The specified codec is already registered in the context
"",CE-32854-2,,The specified codec is not registered in the context.
"",CE-32855-3,,The revision passed in the flags is not supported.
"",CE-32856-4,,One of the flags is not supported by the codec.
"",CE-32857-5,,The entity (instance codec...) is currently in use.
"",CE-32858-6,,The specified priority is invalid.
"",CE-32859-7,,The specified batch has not completed yet.
"",CE-32860-9,,The operation cannot be performed at the moment.
"",CE-32861-0,,The specified batch contains error.
"",CE-32862-1,,One or more jobs failed to be added to the batch.
"",CE-32863-2,,The batch contains an invalid opcode.
"",CE-32864-3,,The batch references an instance that is already being processed in a batch of a different priority.
"",CE-32865-4,,The batch references a buffer that exceeds the allowed size.
"",CE-32866-5,,The batch references a buffer that is not accessible within this process.
"",CE-32867-6,,
"",CE-32868-7,,
"",CE-32869-8,,Application can not be started
SCE_LNC_UTIL_ERROR_DEVKIT_EXPIRED = -2137784309,CE-32875-5,0x8094000B,Cannot start the application // Occurs on a retail ps4 with a non married bd logic board. Apps restricted from loading however dvd playback is functional.
"",CE-32883-4,,Out of memory // Internal error // Turn off the PS4 and restart the system.
"",CE-32884-5,,Library not initialized
"",CE-32885-6,,Library has already been initialized
"",CE-32886-7,,Specified data is broken
"",CE-32887-8,,Could not find specified element
"",CE-32888-9,,The format of the specified parameter was not appropriate
"",CE-32889-0,,"Specified ID was not appropriate // Download has cancelled because the downloading of this content has previously been started and experienced an error. // Step 1: Go to [Notifications] > [Downloads] and check the content is on the list. Delete the content from [Options], and retry downloading the content from the Library. Step 2: If you fail downloading the content again, back up the data using USB device or PS+ online storage, and then go to Safe Mode to try ｢4.Rebuild Database]. You can find more information on Safe Mode here. After the Rebuild Database is finished, bring back the data and retry your download from the Library. Step 3: If the error occurs again, go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization."
"",CE-32890-2,,Specified parameter was not appropriate
"",CE-32891-3,,The size is out of predefined range
"",CE-32892-4,,Unknown error
"",CE-32893-5,,Invalid certificate is specified
"",CE-32894-6,,Common name check of server certificate failed
"",CE-32895-7,,Does not have certificate of RootCA that issued server certificate // An error has occured.
"",CE-32896-8,,Certificate validity period expired
"",CE-32897-9,,Before certificate validity period
"",CE-32898-0,,Socket is in blocking state
"",CE-32899-1,,Received a fatal alert message from server
"",CE-32900-4,,Called API with prohibited options
"",CE-32901-5,,Internal error
"",CE-32902-6,,Not initialized
"",CE-32903-7,,Already initialized
"",CE-32904-8,,Cannot allocate memory
"",CE-32905-9,,Invalid argument
"",CE-32906-0,,Operation not supported
"",CE-32907-1,,No events are available
"",CE-32908-2,,Not logged in
"",CE-32909-3,,Insufficient buffer space to store information
"",CE-32920-6,,"Download cancelled because content does not need to be downloaded // Step 1: Select [OK] on the error message. Then go to [Settings] > [PSN] > [Restore License] and try restoring the licenses. Step 2: Next, go to the home screen to select the game icon. Check that the purchased item is available in the game. If you have purchased a subscription item (i.e. season pass), go to [Settings] > [PSN] > [Account Information] > [Services List] to see if the item has been activated. Step 3: If you cannot find the item, restart the PS4 system and try Step 2 again."
"",CE-32921-7,,
"",CE-32922-8,,
"",CE-32923-9,,
"",CE-32924-0,,
"",CE-32925-1,,
"",CE-32926-2,,
"",CE-32927-3,,
"",CE-32928-4,,"Download has cancelled because the downloading of this content has previously been started and experienced an error. // Step 1: Go to [Notifications] > [Downloads] and check the content is on the list. Delete the content from [Options], and retry downloading the content from the Library. Step 2: If you fail downloading the content again, back up the data using USB device or PS+ online storage, and then go to Safe Mode to try ｢4.Rebuild Database]. You can find more information on Safe Mode here. After the Rebuild Database is finished, bring back the data and retry your download from the Library. Step 3: If the error occurs again, go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization."
"",CE-32937-4,,"Failed to download data. // Step 1: Select ""Retry"" on the error message. Cancel download, and retry from the beginning. Step 2: Restart the PS4 and try your download again. Step 3: If the error persists, the network connection may be temporary busy or unstable. Cancel the download and retry after a while."
"",CE-32939-6,,"Connection to server failed. // Step 1: Restart the PS4. Step 2: PSN or the game's server may be temporarily unavailable. Check the status of the game's server at its website. Check the status of PSN here. Step 3: If the servers are active, run the internet connection test and make sure that you can connect to the internet. Step 4: Update router to the latest firmware. Turn off other devices that are connected to the network to reduce stress. Step 5: Make sure these port numbers are not blocked by the router: TCP: 80, 443, 3478, 3479, 3480; UDP: 3478, 34. If none of this resolve the problem then try again later as the server may be experiencing high volume."
"",CE-32942-0,,"The extension of the URL specified with ""Download a Package"" > ""Package URL"" or the extension of content_url specified with content_list.json may not be .pkg/.PKG. Check that the URL extension of the content is .pkg/.PKG"
"",CE-32943-1,,
