SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_NET_CTL_ERROR_WIFI_BEACON_LOST,NW-31316-4,0x80412117
SCE_NET_CTL_ERROR_WIFI_DEAUTHED,NW-31315-3,0x80412116
SCE_NET_ERROR_CONFIG_ADD_ARP,NW-35970-4,0x8041130f
SCE_NET_ERROR_CONFIG_DEL_ARP,NW-35971-5,0x80411310
SCE_NET_ERROR_CONFIG_DEL_IFADDR,NW-35965-8,0x80411308
SCE_NET_ERROR_CONFIG_DOWN_IF,NW-35960-3,0x80411303
SCE_NET_ERROR_CONFIG_GET_ARP,NW-35973-7,0x80411312
SCE_NET_ERROR_CONFIG_GET_IFADDR,NW-35963-6,0x80411306
SCE_NET_ERROR_CONFIG_GET_IFMTU,NW-35961-4,0x80411304
SCE_NET_ERROR_CONFIG_GET_ROUTE,NW-35967-0,0x8041130a
SCE_NET_ERROR_CONFIG_INVALID_ARG,NW-35969-2,0x8041130e
SCE_NET_ERROR_CONFIG_NO_DEFAULT_ROUTE,NW-35968-1,0x8041130c
SCE_NET_ERROR_CONFIG_NO_MEMORY,NW-35974-8,0x80411313
SCE_NET_ERROR_CONFIG_NO_ROUTE,NW-35975-9,0x80411314
SCE_NET_ERROR_CONFIG_SET_ARP,NW-35972-6,0x80411311
SCE_NET_ERROR_CONFIG_SET_DEFAULT_SCOPE,NW-35977-1,0x80411316
SCE_NET_ERROR_CONFIG_SET_IFADDR,NW-35964-7,0x80411307
SCE_NET_ERROR_CONFIG_SET_IFMTU,NW-35962-5,0x80411305
SCE_NET_ERROR_CONFIG_SET_ROUTE,NW-35966-9,0x80411309
SCE_NET_ERROR_CONFIG_SETUP,NW-35976-0,0x80411315
SCE_NET_ERROR_CONFIG_SOCKET,NW-35958-0,0x80411301
SCE_NET_ERROR_CONFIG_UP_IF,NW-35959-1,0x80411302
SCE_NET_ERROR_CONFIG_WLAN_AP_CHANNEL_CONFLICT,NW-31301-8,0x80411641
SCE_NET_ERROR_CONFIG_WLAN_JOIN_ASSOC_RESP_TIMEOUT,NW-31294-9,0x80411604
SCE_NET_ERROR_CONFIG_WLAN_JOIN_AUTH_PROTO_MISMATCH,NW-31292-7,0x80411602
SCE_NET_ERROR_CONFIG_WLAN_JOIN_AUTH_REFUSED,NW-31293-8,0x80411603
SCE_NET_ERROR_CONFIG_WLAN_JOIN_AUTH_RESP_TIMEOUT,NW-31295-0,0x80411605
SCE_NET_ERROR_CONFIG_WLAN_JOIN_DISASSOCIATED,NW-31298-3,0x80411608
SCE_NET_ERROR_CONFIG_WLAN_JOIN_FW_INTERNAL,NW-31299-4,0x80411609
SCE_NET_ERROR_CONFIG_WLAN_JOIN_IEEE_NOT_SUPPORT_ALL_RATES,NW-35978-2,0x8041160e
SCE_NET_ERROR_CONFIG_WLAN_JOIN_IEEE_STATUS_CODE,NW-34345-9,0x8041160c
SCE_NET_ERROR_CONFIG_WLAN_JOIN_INT_AP_CONNECTED,NW-34922-0,0x8041160d
SCE_NET_ERROR_CONFIG_WLAN_JOIN_KEY_EXCHANGE,NW-31297-2,0x80411607
SCE_NET_ERROR_CONFIG_WLAN_JOIN_NOT_FOUND,NW-31291-6,0x80411601
SCE_NET_ERROR_CONFIG_WLAN_JOIN_UNKNOWN,NW-31300-7,0x8041160a
SCE_NET_ERROR_CONFIG_WLAN_JOIN_WEP_DECRYPTION,NW-31296-1,0x80411606
SCE_NET_ERROR_DHCP_BUSY,NW-31289-3,0x8041150c
SCE_NET_ERROR_DHCP_GET_NAK,NW-31282-6,0x80411505
SCE_NET_ERROR_DHCP_INVALID_ARG,NW-31283-7,0x80411506
SCE_NET_ERROR_DHCP_INVALID_HOSTNAME,NW-31285-9,0x80411508
SCE_NET_ERROR_DHCP_INVALID_IFNAME,NW-31288-2,0x8041150b
SCE_NET_ERROR_DHCP_INVALID_PACKET,NW-31278-1,0x80411501
SCE_NET_ERROR_DHCP_INVALID_VENDOR_ID,NW-31290-5,0x8041150d
SCE_NET_ERROR_DHCP_LEASE_TIME,NW-31281-5,0x80411504
SCE_NET_ERROR_DHCP_NO_MEMORY,NW-31286-0,0x80411509
SCE_NET_ERROR_DHCP_NO_SERVER,NW-31279-2,0x80411502
SCE_NET_ERROR_DHCP_NOT_INITIALIZED,NW-31287-1,0x8041150a
SCE_NET_ERROR_DHCP_NOT_READY,NW-31284-8,0x80411507
SCE_NET_ERROR_DHCP_SENT_DECLINE,NW-31280-4,0x80411503
SCE_NET_ERROR_DUPLICATE_IP_BUSY,NW-35983-8,0x80411a05
SCE_NET_ERROR_DUPLICATE_IP_INVALID_ARG,NW-35979-3,0x80411a01
SCE_NET_ERROR_DUPLICATE_IP_INVALID_IFNAME,NW-35982-7,0x80411a04
SCE_NET_ERROR_DUPLICATE_IP_NO_MEMORY,NW-35980-5,0x80411a02
SCE_NET_ERROR_DUPLICATE_IP_NOT_INITIALIZED,NW-35981-6,0x80411a03
SCE_NET_ERROR_DUPLICATE_IP_REQUEST_ARP,NW-35984-9,0x80411a06
SCE_NET_ERROR_E2BIG,NW-31147-6,0x80410107
SCE_NET_ERROR_EACCES,NW-31153-3,0x8041010d
SCE_NET_ERROR_EADDRINUSE,NW-31188-1,0x80410130
SCE_NET_ERROR_EADDRNOTAVAIL,NW-31189-2,0x80410131
SCE_NET_ERROR_EADHOC,NW-31226-4,0x804101a0
SCE_NET_ERROR_EAFNOSUPPORT,NW-31187-0,0x8041012f
SCE_NET_ERROR_EAGAIN,NW-31175-7,0x80410123
SCE_NET_ERROR_EALREADY,NW-31177-9,0x80410125
SCE_NET_ERROR_EAUTH,NW-31220-8,0x80410150
SCE_NET_ERROR_EBADF,NW-31149-8,0x80410109
SCE_NET_ERROR_EBADRPC,NW-31212-9,0x80410148
SCE_NET_ERROR_EBUSY,NW-31156-6,0x80410110
SCE_NET_ERROR_ECALLBACK,NW-31237-6,0x804101cb
SCE_NET_ERROR_ECANCELED,NW-31225-3,0x80410155
SCE_NET_ERROR_ECHILD,NW-31150-0,0x8041010a
SCE_NET_ERROR_ECONNABORTED,NW-31193-7,0x80410135
SCE_NET_ERROR_ECONNREFUSED,NW-31201-7,0x8041013d
SCE_NET_ERROR_ECONNRESET,NW-31194-8,0x80410136
SCE_NET_ERROR_EDEADLK,NW-31151-1,0x8041010b
SCE_NET_ERROR_EDESC,NW-31231-0,0x804101a5
SCE_NET_ERROR_EDESCTIMEDOUT,NW-31232-1,0x804101a6
SCE_NET_ERROR_EDESTADDRREQ,NW-31179-1,0x80410127
SCE_NET_ERROR_EDOM,NW-31173-5,0x80410121
SCE_NET_ERROR_EDQUOT,NW-31209-5,0x80410145
SCE_NET_ERROR_EEXIST,NW-31157-7,0x80410111
SCE_NET_ERROR_EFAULT,NW-31154-4,0x8041010e
SCE_NET_ERROR_EFBIG,NW-31167-8,0x8041011b
SCE_NET_ERROR_EFTYPE,NW-31219-6,0x8041014f
SCE_NET_ERROR_EHOSTDOWN,NW-31204-0,0x80410140
SCE_NET_ERROR_EHOSTUNREACH,NW-31205-1,0x80410141
SCE_NET_ERROR_EIDRM,NW-31222-0,0x80410152
SCE_NET_ERROR_EINACTIVEDISABLED,NW-31229-7,0x804101a3
SCE_NET_ERROR_EINPROGRESS,NW-31176-8,0x80410124
SCE_NET_ERROR_EINTERNAL,NW-31238-7,0x804101cc
SCE_NET_ERROR_EINTR,NW-31144-3,0x80410104
SCE_NET_ERROR_EINVAL,NW-31162-3,0x80410116
SCE_NET_ERROR_EIO,NW-31145-4,0x80410105
SCE_NET_ERROR_EISCONN,NW-31196-0,0x80410138
SCE_NET_ERROR_EISDIR,NW-31161-2,0x80410115
SCE_NET_ERROR_ELOOP,NW-31202-8,0x8041013e
SCE_NET_ERROR_EMFILE,NW-31164-5,0x80410118
SCE_NET_ERROR_EMLINK,NW-31171-3,0x8041011f
SCE_NET_ERROR_EMSGSIZE,NW-31180-3,0x80410128
SCE_NET_ERROR_ENAMETOOLONG,NW-31203-9,0x8041013f
SCE_NET_ERROR_ENEEDAUTH,NW-31221-9,0x80410151
SCE_NET_ERROR_ENETDOWN,NW-31190-4,0x80410132
SCE_NET_ERROR_ENETINTR,NW-31233-2,0x804101a7
SCE_NET_ERROR_ENETRESET,NW-31192-6,0x80410134
SCE_NET_ERROR_ENETUNREACH,NW-31191-5,0x80410133
SCE_NET_ERROR_ENFILE,NW-31163-4,0x80410117
SCE_NET_ERROR_ENOALLOCMEM,NW-31240-0,0x804101ce
SCE_NET_ERROR_ENOBUFS,NW-31195-9,0x80410137
SCE_NET_ERROR_ENODATA,NW-31230-9,0x804101a4
SCE_NET_ERROR_ENODEV,NW-31159-9,0x80410113
SCE_NET_ERROR_ENOENT,NW-31142-1,0x80410102
SCE_NET_ERROR_ENOEXEC,NW-31148-7,0x80410108
SCE_NET_ERROR_ENOLCK,NW-31217-4,0x8041014d
SCE_NET_ERROR_ENOLIBMEM,NW-31235-4,0x804101c9
SCE_NET_ERROR_ENOMEM,NW-31152-2,0x8041010c
SCE_NET_ERROR_ENOMS,NW-31223-1,0x80410153
SCE_NET_ERROR_ENOPROTOOPT,NW-31182-5,0x8041012a
SCE_NET_ERROR_ENOSPC,NW-31168-9,0x8041011c
SCE_NET_ERROR_ENOSYS,NW-31218-5,0x8041014e
SCE_NET_ERROR_ENOTBLK,NW-31155-5,0x8041010f
SCE_NET_ERROR_ENOTCONN,NW-31197-1,0x80410139
SCE_NET_ERROR_ENOTDIR,NW-31160-1,0x80410114
SCE_NET_ERROR_ENOTEMPTY,NW-31206-2,0x80410142
SCE_NET_ERROR_ENOTINIT,NW-31234-3,0x804101c8
SCE_NET_ERROR_ENOTSOCK,NW-31178-0,0x80410126
SCE_NET_ERROR_ENOTTY,NW-31165-6,0x80410119
SCE_NET_ERROR_ENXIO,NW-31146-5,0x80410106
SCE_NET_ERROR_EOPNOTSUPP,NW-31185-8,0x8041012d
SCE_NET_ERROR_EOVERFLOW,NW-31224-2,0x80410154
SCE_NET_ERROR_EPERM,NW-31141-0,0x80410101
SCE_NET_ERROR_EPFNOSUPPORT,NW-31186-9,0x8041012e
SCE_NET_ERROR_EPIPE,NW-31172-4,0x80410120
SCE_NET_ERROR_EPROCLIM,NW-31207-3,0x80410143
SCE_NET_ERROR_EPROCUNAVAIL,NW-31216-3,0x8041014c
SCE_NET_ERROR_EPROGMISMATCH,NW-31215-2,0x8041014b
SCE_NET_ERROR_EPROGUNAVAIL,NW-31214-1,0x8041014a
SCE_NET_ERROR_EPROTONOSUPPORT,NW-31183-6,0x8041012b
SCE_NET_ERROR_EPROTOTYPE,NW-31181-4,0x80410129
SCE_NET_ERROR_ERANGE,NW-31174-6,0x80410122
SCE_NET_ERROR_EREMOTE,NW-31211-8,0x80410147
SCE_NET_ERROR_ERESERVED161,NW-31227-5,0x804101a1
SCE_NET_ERROR_ERESERVED162,NW-31228-6,0x804101a2
SCE_NET_ERROR_ERESERVED202,NW-31236-5,0x804101ca
SCE_NET_ERROR_ERETURN,NW-31239-8,0x804101cd
SCE_NET_ERROR_EROFS,NW-31170-2,0x8041011e
SCE_NET_ERROR_ERPCMISMATCH,NW-31213-0,0x80410149
SCE_NET_ERROR_ESHUTDOWN,NW-31198-2,0x8041013a
SCE_NET_ERROR_ESOCKTNOSUPPORT,NW-31184-7,0x8041012c
SCE_NET_ERROR_ESPIPE,NW-31169-0,0x8041011d
SCE_NET_ERROR_ESRCH,NW-31143-2,0x80410103
SCE_NET_ERROR_ESTALE,NW-31210-7,0x80410146
SCE_NET_ERROR_ETIMEDOUT,NW-31200-6,0x8041013c
SCE_NET_ERROR_ETOOMANYREFS,NW-31199-3,0x8041013b
SCE_NET_ERROR_ETXTBSY,NW-31166-7,0x8041011a
SCE_NET_ERROR_EUSERS,NW-31208-4,0x80410144
SCE_NET_ERROR_EXDEV,NW-31158-8,0x80410112
SCE_NET_ERROR_PPPOE_ALREADY_STARTED,NW-31256-7,0x80411401
SCE_NET_ERROR_PPPOE_GET_DNS_ADDRS,NW-31276-9,0x80411415
SCE_NET_ERROR_PPPOE_GET_PPP_STATUS,NW-31262-4,0x80411407
SCE_NET_ERROR_PPPOE_GET_SESSION_ERROR,NW-31269-1,0x8041140e
SCE_NET_ERROR_PPPOE_GET_SESSION_PHASE,NW-31263-5,0x80411408
SCE_NET_ERROR_PPPOE_IFCREATE,NW-31258-9,0x80411403
SCE_NET_ERROR_PPPOE_NOT_STARTED,NW-31261-3,0x80411406
SCE_NET_ERROR_PPPOE_SESSION_AC_SYSTEM,NW-31271-4,0x80411410
SCE_NET_ERROR_PPPOE_SESSION_GENERIC,NW-31272-5,0x80411411
SCE_NET_ERROR_PPPOE_SESSION_GET_PADT,NW-31268-0,0x8041140d
SCE_NET_ERROR_PPPOE_SESSION_INIT,NW-31264-6,0x80411409
SCE_NET_ERROR_PPPOE_SESSION_NO_PADO,NW-31265-7,0x8041140a
SCE_NET_ERROR_PPPOE_SESSION_NO_PADR,NW-31267-9,0x8041140c
SCE_NET_ERROR_PPPOE_SESSION_NO_PADS,NW-31266-8,0x8041140b
SCE_NET_ERROR_PPPOE_SESSION_SERVICE_NAME,NW-31270-3,0x8041140f
SCE_NET_ERROR_PPPOE_SET_AUTHCFG,NW-31259-0,0x80411404
SCE_NET_ERROR_PPPOE_SET_DNSOPTS,NW-31260-2,0x80411405
SCE_NET_ERROR_PPPOE_SET_PARAMS,NW-31277-0,0x80411416
SCE_NET_ERROR_PPPOE_SOCKET,NW-31257-8,0x80411402
SCE_NET_ERROR_PPPOE_STATUS_AUTH,NW-31273-6,0x80411412
SCE_NET_ERROR_PPPOE_STATUS_NETWORK,NW-31274-7,0x80411413
SCE_NET_ERROR_PPPOE_STATUS_TERMINATE,NW-31275-8,0x80411414
SCE_NET_ERROR_RESOLVER_EALIGNMENT,NW-31255-6,0x804101ea
SCE_NET_ERROR_RESOLVER_EBUSY,NW-31242-2,0x804101dd
SCE_NET_ERROR_RESOLVER_EFORMAT,NW-31249-9,0x804101e4
SCE_NET_ERROR_RESOLVER_EINTERNAL,NW-31241-1,0x804101dc
SCE_NET_ERROR_RESOLVER_ENODNS,NW-31246-6,0x804101e1
SCE_NET_ERROR_RESOLVER_ENOHOST,NW-31251-2,0x804101e6
SCE_NET_ERROR_RESOLVER_ENORECORD,NW-31254-5,0x804101e9
SCE_NET_ERROR_RESOLVER_ENOSPACE,NW-31243-3,0x804101de
SCE_NET_ERROR_RESOLVER_ENOSUPPORT,NW-31248-8,0x804101e3
SCE_NET_ERROR_RESOLVER_ENOTIMPLEMENTED,NW-31252-3,0x804101e7
SCE_NET_ERROR_RESOLVER_EPACKET,NW-31244-4,0x804101df
SCE_NET_ERROR_RESOLVER_ERESERVED224,NW-31245-5,0x804101e0
SCE_NET_ERROR_RESOLVER_ESERVERFAILURE,NW-31250-1,0x804101e5
SCE_NET_ERROR_RESOLVER_ESERVERREFUSED,NW-31253-4,0x804101e8
SCE_NET_ERROR_RESOLVER_ETIMEDOUT,NW-31247-7,0x804101e2
SCE_NGS2_ERROR_BUFFER_BROKEN,CE-31619-0,0x804a020b
SCE_NGS2_ERROR_CODEC_DECODE_FAIL,CE-31660-6,0x804a0805
SCE_NGS2_ERROR_CODEC_EMPTY_CHANNEL,CE-31657-2,0x804a0802
SCE_NGS2_ERROR_CODEC_EMPTY_INSTANCE,CE-31656-1,0x804a0801
SCE_NGS2_ERROR_CODEC_RESET_FAIL,CE-31659-4,0x804a0804
SCE_NGS2_ERROR_CODEC_SETUP_FAIL,CE-31658-3,0x804a0803
SCE_NGS2_ERROR_CODEC_UNKNOWN_WAVEFORM,CE-31655-0,0x804a0800
SCE_NGS2_ERROR_DETECTED_CIRCULAR_VOICE_CONTROL,CE-31635-8,0x804a030b
SCE_NGS2_ERROR_EMPTY_BUFFER,CE-31620-2,0x804a020c
SCE_NGS2_ERROR_EMPTY_CHANNEL_WORK,CE-31630-3,0x804a0306
SCE_NGS2_ERROR_EMPTY_CODEC_DECODER,CE-31631-4,0x804a0307
SCE_NGS2_ERROR_EMPTY_REPORT_HANDLE,CE-31613-4,0x804a0205
SCE_NGS2_ERROR_FAIL,CE-31579-5,0x804a0001
SCE_NGS2_ERROR_INVALID_BUFFER_ADDRESS,CE-31615-6,0x804a0207
SCE_NGS2_ERROR_INVALID_BUFFER_ALIGN,CE-31616-7,0x804a0208
SCE_NGS2_ERROR_INVALID_BUFFER_ALLOCATOR,CE-31618-9,0x804a020a
SCE_NGS2_ERROR_INVALID_BUFFER_INFO,CE-31614-5,0x804a0206
SCE_NGS2_ERROR_INVALID_BUFFER_SIZE,CE-31617-8,0x804a0209
SCE_NGS2_ERROR_INVALID_DELAY_TAP_INFO,CE-36003-2,0x804a0534
SCE_NGS2_ERROR_INVALID_DELAY_TYPE,CE-34350-5,0x804a0532
SCE_NGS2_ERROR_INVALID_ENVELOPE_CURVE,CE-31645-9,0x804a0500
SCE_NGS2_ERROR_INVALID_ENVELOPE_POINT_ADDRESS,CE-31606-6,0x804a0155
SCE_NGS2_ERROR_INVALID_EVENT_TYPE,CE-31627-9,0x804a0303
SCE_NGS2_ERROR_INVALID_FILTER_INDEX,CE-31649-3,0x804a0600
SCE_NGS2_ERROR_INVALID_FILTER_LOCATION,CE-31651-6,0x804a0602
SCE_NGS2_ERROR_INVALID_FILTER_TYPE,CE-31650-5,0x804a0601
SCE_NGS2_ERROR_INVALID_HANDLE,CE-31608-8,0x804a0200
SCE_NGS2_ERROR_INVALID_LFE_FC,CE-31652-7,0x804a0603
SCE_NGS2_ERROR_INVALID_MATRIX_INDEX,CE-31654-9,0x804a0700
SCE_NGS2_ERROR_INVALID_MATRIX_LEVEL_ADDRESS,CE-31604-4,0x804a0153
SCE_NGS2_ERROR_INVALID_MAX_ATRAC9_CHANNEL_WORKS,CE-31599-7,0x804a010b
SCE_NGS2_ERROR_INVALID_MAX_ATRAC9_DECODERS,CE-31598-6,0x804a010a
SCE_NGS2_ERROR_INVALID_MAX_CHANNEL_WORKS,CE-31593-1,0x804a0105
SCE_NGS2_ERROR_INVALID_MAX_CHANNELS,CE-31592-0,0x804a0104
SCE_NGS2_ERROR_INVALID_MAX_CHORUS_PHASES,CE-31647-1,0x804a0520
SCE_NGS2_ERROR_INVALID_MAX_CODEC_CACHES,CE-31597-5,0x804a0109
SCE_NGS2_ERROR_INVALID_MAX_DELAY_LENGTH,CE-34348-2,0x804a0530
SCE_NGS2_ERROR_INVALID_MAX_DELAY_TAPS,CE-34349-3,0x804a0531
SCE_NGS2_ERROR_INVALID_MAX_ENVELOPE_POINTS,CE-31595-3,0x804a0107
SCE_NGS2_ERROR_INVALID_MAX_FILTERS,CE-31596-4,0x804a0108
SCE_NGS2_ERROR_INVALID_MAX_GRAIN_SAMPLES,CE-31580-7,0x804a0050
SCE_NGS2_ERROR_INVALID_MAX_INPUT_DELAY_BLOCKS,CE-31590-8,0x804a0102
SCE_NGS2_ERROR_INVALID_MAX_INPUTS,CE-31600-0,0x804a010c
SCE_NGS2_ERROR_INVALID_MAX_MATRICES,CE-31588-5,0x804a0100
SCE_NGS2_ERROR_INVALID_MAX_PORTS,CE-31589-6,0x804a0101
SCE_NGS2_ERROR_INVALID_MAX_VOICES,CE-31591-9,0x804a0103
SCE_NGS2_ERROR_INVALID_MAX_WAVEFORM_BLOCKS,CE-31594-2,0x804a0106
SCE_NGS2_ERROR_INVALID_MODULE_BUFFER_ID,CE-31670-7,0x804a0a03
SCE_NGS2_ERROR_INVALID_MODULE_ID,CE-31667-3,0x804a0a00
SCE_NGS2_ERROR_INVALID_MODULE_INDEX,CE-31674-1,0x804a0b00
SCE_NGS2_ERROR_INVALID_MODULE_INFO_SIZE,CE-31675-2,0x804a0b01
SCE_NGS2_ERROR_INVALID_MODULE_STATE_OFFSET,CE-31671-8,0x804a0a04
SCE_NGS2_ERROR_INVALID_MODULE_STATE_SIZE,CE-31672-9,0x804a0a05
SCE_NGS2_ERROR_INVALID_NUM_CHANNELS,CE-31582-9,0x804a0052
SCE_NGS2_ERROR_INVALID_NUM_CHORUS_PHASES,CE-31648-2,0x804a0521
SCE_NGS2_ERROR_INVALID_NUM_DELAY_TAPS,CE-34351-6,0x804a0533
SCE_NGS2_ERROR_INVALID_NUM_ENVELOPE_POINTS,CE-31603-3,0x804a0152
SCE_NGS2_ERROR_INVALID_NUM_GRAIN_SAMPLES,CE-31581-8,0x804a0051
SCE_NGS2_ERROR_INVALID_NUM_MATRIX_LEVELS,CE-31601-1,0x804a0150
SCE_NGS2_ERROR_INVALID_NUM_MODULE_BUFFERS,CE-31669-5,0x804a0a02
SCE_NGS2_ERROR_INVALID_NUM_MODULES,CE-31668-4,0x804a0a01
SCE_NGS2_ERROR_INVALID_NUM_PEAKMETER_BLOCKS,CE-31607-7,0x804a0156
SCE_NGS2_ERROR_INVALID_NUM_WAVEFORM_BLOCKS,CE-31602-2,0x804a0151
SCE_NGS2_ERROR_INVALID_OPTION_ADDRESS,CE-31585-2,0x804a0080
SCE_NGS2_ERROR_INVALID_OPTION_FLAG,CE-31587-4,0x804a0082
SCE_NGS2_ERROR_INVALID_OPTION_SIZE,CE-31586-3,0x804a0081
SCE_NGS2_ERROR_INVALID_OUT_ADDRESS,CE-31583-0,0x804a0053
SCE_NGS2_ERROR_INVALID_OUT_SIZE,CE-31584-1,0x804a0054
SCE_NGS2_ERROR_INVALID_PAN_MATRIX_FORMAT,CE-31664-0,0x804a0912
SCE_NGS2_ERROR_INVALID_PAN_PARAM,CE-31666-2,0x804a0914
SCE_NGS2_ERROR_INVALID_PAN_SPEAKER,CE-31663-9,0x804a0911
SCE_NGS2_ERROR_INVALID_PAN_UNIT_ANGLE,CE-31662-8,0x804a0910
SCE_NGS2_ERROR_INVALID_PAN_WORK,CE-31665-1,0x804a0913
SCE_NGS2_ERROR_INVALID_PATCH,CE-31629-1,0x804a0305
SCE_NGS2_ERROR_INVALID_PEAKMETER_FLAG,CE-31646-0,0x804a0510
SCE_NGS2_ERROR_INVALID_PORT_INDEX,CE-31628-0,0x804a0304
SCE_NGS2_ERROR_INVALID_RACK_HANDLE,CE-31623-5,0x804a0261
SCE_NGS2_ERROR_INVALID_RACK_ID,CE-31622-4,0x804a0260
SCE_NGS2_ERROR_INVALID_REPORT_HANDLE,CE-31612-3,0x804a0204
SCE_NGS2_ERROR_INVALID_REPORT_HANDLER,CE-31611-2,0x804a0203
SCE_NGS2_ERROR_INVALID_REPORT_TYPE,CE-31610-1,0x804a0202
SCE_NGS2_ERROR_INVALID_REVERB_SIZE,CE-31661-7,0x804a0900
SCE_NGS2_ERROR_INVALID_SAMPLE_RATE,CE-31609-9,0x804a0201
SCE_NGS2_ERROR_INVALID_SYSTEM_HANDLE,CE-31621-3,0x804a0230
SCE_NGS2_ERROR_INVALID_USER_FX_PARAM_SIZE,CE-31653-8,0x804a0650
SCE_NGS2_ERROR_INVALID_VOICE_CONTROL_ADDRESS,CE-31633-6,0x804a0309
SCE_NGS2_ERROR_INVALID_VOICE_CONTROL_ID,CE-31632-5,0x804a0308
SCE_NGS2_ERROR_INVALID_VOICE_CONTROL_SIZE,CE-31634-7,0x804a030a
SCE_NGS2_ERROR_INVALID_VOICE_HANDLE,CE-31624-6,0x804a0300
SCE_NGS2_ERROR_INVALID_VOICE_INDEX,CE-31626-8,0x804a0302
SCE_NGS2_ERROR_INVALID_VOICE_STATE_SIZE,CE-31673-0,0x804a0a06
SCE_NGS2_ERROR_INVALID_WAVEFORM_ADDRESS,CE-31642-6,0x804a0406
SCE_NGS2_ERROR_INVALID_WAVEFORM_BLOCK_ADDRESS,CE-31605-5,0x804a0154
SCE_NGS2_ERROR_INVALID_WAVEFORM_BLOCK_NUM_REPEATS,CE-36002-1,0x804a0409
SCE_NGS2_ERROR_INVALID_WAVEFORM_CONFIG,CE-31639-2,0x804a0403
SCE_NGS2_ERROR_INVALID_WAVEFORM_DATA,CE-31644-8,0x804a0408
SCE_NGS2_ERROR_INVALID_WAVEFORM_FORMAT,CE-31636-9,0x804a0400
SCE_NGS2_ERROR_INVALID_WAVEFORM_FRAME,CE-31641-5,0x804a0405
SCE_NGS2_ERROR_INVALID_WAVEFORM_SAMPLE_RATE,CE-31640-4,0x804a0404
SCE_NGS2_ERROR_INVALID_WAVEFORM_SIZE,CE-31643-7,0x804a0407
SCE_NGS2_ERROR_INVALID_WAVEFORM_TYPE,CE-31638-1,0x804a0402
SCE_NGS2_ERROR_UNINIT_VOICE,CE-31625-7,0x804a0301
SCE_NGS2_ERROR_UNKNOWN_WAVEFORM_FORMAT,CE-31637-0,0x804a0401
SCE_PAD_ERROR_ALREADY_OPENED,CE-32840-7,0x80920004
SCE_PAD_ERROR_DEVICE_NOT_CONNECTED,CE-32843-0,0x80920007
SCE_PAD_ERROR_FATAL,CE-32844-1,0x809200ff
SCE_PAD_ERROR_INVALID_ARG,CE-32837-3,0x80920001
SCE_PAD_ERROR_INVALID_BUFFER_LENGTH,CE-34858-8,0x80920102
SCE_PAD_ERROR_INVALID_HANDLE,CE-32839-5,0x80920003
SCE_PAD_ERROR_INVALID_LIGHTBAR_SETTING,CE-32842-9,0x80920006
SCE_PAD_ERROR_INVALID_PORT,CE-32838-4,0x80920002
SCE_PAD_ERROR_INVALID_REPORT_ID,CE-34860-1,0x80920104
SCE_PAD_ERROR_INVALID_REPORT_LENGTH,CE-34859-9,0x80920103
SCE_PAD_ERROR_NOT_INITIALIZED,CE-32841-8,0x80920005
SCE_PAD_ERROR_NOT_PERMITTED,CE-34857-7,0x80920101
SCE_PAD_TRACKER_ERROR_ALREADY_INIT,CE-33586-5,0x80c40002
SCE_PAD_TRACKER_ERROR_INVALID_ARG,CE-33587-6,0x80c40003
SCE_PAD_TRACKER_ERROR_INVALID_HANDLE,CE-33588-7,0x80c40004
SCE_PAD_TRACKER_ERROR_NOT_INIT,CE-33585-4,0x80c40001
SCE_PNG_DEC_ERROR_DECODE_ERROR,CE-32608-9,0x80690012
SCE_PNG_DEC_ERROR_FATAL,CE-32609-0,0x80690020
SCE_PNG_DEC_ERROR_INVALID_ADDR,CE-32601-2,0x80690001
SCE_PNG_DEC_ERROR_INVALID_DATA,CE-32606-7,0x80690010
SCE_PNG_DEC_ERROR_INVALID_HANDLE,CE-32604-5,0x80690004
SCE_PNG_DEC_ERROR_INVALID_PARAM,CE-32603-4,0x80690003
SCE_PNG_DEC_ERROR_INVALID_SIZE,CE-32602-3,0x80690002
SCE_PNG_DEC_ERROR_INVALID_WORK_MEMORY,CE-32605-6,0x80690005
SCE_PNG_DEC_ERROR_UNSUPPORT_DATA,CE-32607-8,0x80690011
SCE_PNG_ENC_ERROR_DATA_OVERFLOW,CE-32614-6,0x80690110
SCE_PNG_ENC_ERROR_FATAL,CE-32615-7,0x80690120
SCE_PNG_ENC_ERROR_INVALID_ADDR,CE-32610-2,0x80690101
SCE_PNG_ENC_ERROR_INVALID_HANDLE,CE-32613-5,0x80690104
SCE_PNG_ENC_ERROR_INVALID_PARAM,CE-32612-4,0x80690103
SCE_PNG_ENC_ERROR_INVALID_SIZE,CE-32611-3,0x80690102
SCE_PSVR_ERROR_ALREADY_INITIALIZED,CE-34112-1,0x80f9000c
SCE_PSVR_ERROR_API_CONFLICT,CE-36478-8,0x80f90010
SCE_PSVR_ERROR_COMPILE_FAIL,CE-34106-4,0x80f90006
SCE_PSVR_ERROR_CREATE_FAIL,CE-34101-9,0x80f90001
SCE_PSVR_ERROR_GRAMMAR_FAIL,CE-34107-5,0x80f90007
SCE_PSVR_ERROR_INVALID_ARGUMENT,CE-34109-7,0x80f90009
SCE_PSVR_ERROR_INVALID_ERROR_MESSAGE,CE-36477-7,0x80f9000f
SCE_PSVR_ERROR_INVALID_OPTION,CE-34102-0,0x80f90002
