SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_TOOLKIT_NP_ERROR_TERMINATED,NP-36021-2,0x80552C0B,An error occurred because the ToolkitNp library has been terminated.
SCE_TOOLKIT_NP_ERROR_FUTURE_IS_IN_USE,NP-36022-3,0x80552C0C,An error occurred because the <c>Future</c> object passed as an argument is already in use.
SCE_TOOLKIT_NP_ERROR_GENERIC,NP-36023-4,0x80552C0D,A generic ToolkitNp library error.
SCE_TOOLKIT_NP_ERROR_INVALID_MODULE,NP-36024-5,0x80552C0E,An error occurred because the module specified was an invalid ID.
SCE_TOOLKIT_NP_ERROR_MODULE_NOT_OWNED,NP-36025-6,0x80552C0F,An error occurred because a module was not owned by ToolkitNp library and therefore could not be loaded or unloaded.
SCE_TOOLKIT_NP_ERROR_NOT_INITIALISED,NP-36026-7,0x80552C10,An error occurred because the ToolkitNp library was not initialized.
SCE_TOOLKIT_NP_ERROR_OUT_OF_DISKSPACE,NP-36027-8,0x80552C11,An error occurred because there was no more disk space.
SCE_TOOLKIT_NP_ERROR_NETWORK,NP-36028-9,0x80552C12,A network error occurred during execution of an operation.
SCE_TOOLKIT_NP_ERROR_OFFLINE,NP-36029-0,0x80552C13,A network error occurred as the network was unavailable.
SCE_TOOLKIT_NP_ERROR_OPERATION_IN_PROGRESS,NP-36030-2,0x80552C14,An error occurred because two operations that cannot be performed concurrently were requested. For example- clashing system utilities.
SCE_TOOLKIT_NP_ERROR_NOT_IMPLEMENTED,NP-36031-3,0x80552C15,An error occurred because the method is not implemented.
SCE_TOOLKIT_NP_ERROR_SERVICE_ID_NOT_OVERRIDEN,NP-36032-4,0x80552C16,An error occurred because the service could not override the ID required.
SCE_TOOLKIT_NP_ERROR_SERVICE_OFFLINE,NP-36033-5,0x80552C17,An error occurred because the ToolkitNp library tried to bring the service up while offline.
SCE_TOOLKIT_NP_ERROR_TERMINATION_NOT_SUPPORTED,NP-36034-6,0x80552C18,An error occurred because termination of the requested service is not supported.
SCE_TOOLKIT_NP_ERROR_SERVICE_NOT_INITIALISED,NP-36035-7,0x80552C19,An error occurred because the ToolkitNp library tried to perform an action on a service which has not been initialized.
SCE_TOOLKIT_NP_ERROR_PRESENCE_STRING_TOO_LONG,NP-36036-8,0x80552C1A,An error occurred because the string passed into the ToolkitNp library was too long for setting presence details.
SCE_TOOLKIT_NP_ERROR_PRESENCE_DATA_TOO_BIG,NP-36037-9,0x80552C1B,An error occurred because the data passed into <c>PresenceInterface::setPresence()</c> was too big.
SCE_TOOLKIT_NP_ERROR_PRESENCE_NO_TOKENS,NP-36038-0,0x80552C1C,An error occurred because all the presence tokens had been used up.
SCE_TOOLKIT_NP_ERROR_MESSAGE_USER_CANCEL,NP-36039-1,0x80552C1D,An error occurred because the user canceled the sending of a message.
SCE_TOOLKIT_NP_ERROR_MESSAGE_DATA_TOO_LARGE,NP-36040-3,0x80552C1E,An error occurred because the attachment data was too large.
SCE_TOOLKIT_NP_ERROR_MESSAGE_TYPE_MISMATCH,NP-36041-4,0x80552C1F,An error occurred because the message specification was invalid.
SCE_TOOLKIT_NP_ERROR_MESSAGE_NO_DATA,NP-36042-5,0x80552C20,An error occurred because there was no waiting data attachment.
SCE_TOOLKIT_NP_ERROR_MESSAGE_INVALID_ID,NP-36043-6,0x80552C21,An error occurred because a message ID was invalid.
SCE_TOOLKIT_NP_ERROR_RANKING_SLOT_FULL,NP-36044-7,0x80552C30,An error occurred because the transaction ID slots are full. There are only 6 slots available.
SCE_TOOLKIT_NP_ERROR_RANKING_NO_MATCHING_BOARD,NP-36045-8,0x80552C31,An error occurred because there is no ranking board in the cache.
SCE_TOOLKIT_NP_ERROR_RANKING_NOT_HIGH_SCORE,NP-36046-9,0x80552C32,An error occurred because the user's score was not the high score.
SCE_TOOLKIT_NP_ERROR_RANKING_NO_FRIEND_CACHE,NP-36047-0,0x80552C33,An error occurred because there was no cache for a friend.
SCE_TOOLKIT_NP_ERROR_RANKING_NO_MATCHING_SCORE,NP-36048-1,0x80552C34,An error occurred because the same score was not found in the write cache.
SCE_TOOLKIT_NP_ERROR_RANKING_FRIEND_LIST_EMPTY,NP-36049-2,0x80552C35,An error occurred because there was no friends rank in the leaderboard.
SCE_TOOLKIT_NP_ERROR_RANKING_NO_RANK_IN_READ_CACHE,NP-36050-4,0x80552C36,An error occurred because there was no previous score in the read cache.
SCE_TOOLKIT_NP_ERROR_RANKING_RANGE_INVALID,NP-36051-5,0x80552C37,An error occurred because there the range specified was too big.
SCE_TOOLKIT_NP_ERROR_RANKING_REQUEST_ABORTED,NP-36052-6,0x80552C38,An error occurred because the ranking request has been aborted.
SCE_TOOLKIT_NP_ERROR_RANKING_NOT_INITIALISED,NP-36053-7,0x80552C39,An error occurred because an attempt was made to execute ranking services without initializing them first.
SCE_TOOLKIT_NP_ERROR_RANKING_NO_FRIEND_RANK,NP-36054-8,0x80552C3A,An error occurred because there was no previous score in the friend cache.
SCE_TOOLKIT_NP_ERROR_RANKING_NO_SCORES,NP-36055-9,0x80552C3B,An error occurred because there was no previous score in the write cache.
SCE_TOOLKIT_NP_ERROR_RANKING_INVALID_BOARD,NP-36056-0,0x80552C3C,An error occurred because an invalid board ID was passed into ranking functions.
SCE_TOOLKIT_NP_ERROR_RANKING_NO_OUTSTANDING,NP-36057-1,0x80552C3D,An error occurred because all the outstanding scores had been registered from the log.
SCE_TOOLKIT_NP_ERROR_RANKING_ALREADY_INITED,NP-36058-2,0x80552C3E,An error occurred because the ranking service is already initialized.
SCE_TOOLKIT_NP_ERROR_RANKING_NOT_TERMINATED,NP-36059-3,0x80552C3F,An error occurred because the ranking service has not been terminated.
SCE_TOOLKIT_NP_ERROR_MATCHING_INVALID_SESSION_DESC,NP-36060-5,0x80552C40,An error occurred because a create session descriptor was invalid.
SCE_TOOLKIT_NP_ERROR_MATCHING_SESSION_CREATION_FAILED,NP-36061-6,0x80552C41,An error occurred during creation of a session.
SCE_TOOLKIT_NP_ERROR_MATCHING_CALLBACK_FAILURE,NP-36062-7,0x80552C42,An error occurred because there an internal failure during processing of a request.
SCE_TOOLKIT_NP_ERROR_MATCHING_SERVICE_BUSY,NP-36063-8,0x80552C43,An error occurred because the previous operation requested by the application was still being processed.
SCE_TOOLKIT_NP_ERROR_MATCHING_SESSION_ALREADY_ACTIVE,NP-36064-9,0x80552C44,An error occurred because a session can be created or joined when the user is already in a session.
SCE_TOOLKIT_NP_ERROR_MATCHING_INVALID_PARAMETERS,NP-36065-0,0x80552C45,An error occurred because invalid parameters were passed in when registering session attributes.
SCE_TOOLKIT_NP_ERROR_MATCHING_INVALID_SEARCH_CRITERIA,NP-36066-1,0x80552C46,An error occurred because invalid search criteria were passed in.
SCE_TOOLKIT_NP_ERROR_MATCHING_SEARCH_FAILED,NP-36067-2,0x80552C47,An error occurred while searching for a session
SCE_TOOLKIT_NP_ERROR_MATCHING_INVALID_JOIN_DESCRIPTOR,NP-36068-3,0x80552C48,An error occurred because the join descriptor parameters are invalid.
SCE_TOOLKIT_NP_ERROR_MATCHING_JOIN_FAILED,NP-36069-4,0x80552C49,An error occurred because the operation failed to join a session.
SCE_TOOLKIT_NP_ERROR_MATCHING_FAIL_TO_REGISTER_ATTRIBUTES,NP-36070-6,0x80552C4A,An error occurred because the operation failed to register session attributes.
SCE_TOOLKIT_NP_ERROR_MATCHING_INVALID_ROOM_ID,NP-36071-7,0x80552C4B,An error occurred because an invalid room ID was passed in.
SCE_TOOLKIT_NP_ERROR_MATCHING_LEAVING_FAILED,NP-36072-8,0x80552C4C,An error occurred because the operation failed to leave a session.
SCE_TOOLKIT_NP_ERROR_MATCHING_NO_SESSION_TO_JOIN,NP-36073-9,0x80552C4D,An error occurred because there was no session to join.
SCE_TOOLKIT_NP_ERROR_SESSION_ATTRIBUTE_NOT_REGISTERED,NP-36074-0,0x80552C4E,An error occurred because the session attribute are not registered.
SCE_TOOLKIT_NP_ERROR_INVALID_NUM_SESSION_ATTRIBUTES,NP-36075-1,0x80552C4F,An error occurred because there was an invalid number of session attributes. The maximum is 64.
SCE_TOOLKIT_NP_ERROR_MATCHING_SESSION_DOES_NOT_EXIST,NP-36076-2,0x80552C50,An error occurred because the session does not exist.
SCE_TOOLKIT_NP_ERROR_MATCHING_SESSION_ROOM_DESTROYED,NP-36077-3,0x80552C51,An error occurred because the session has been destroyed.
SCE_TOOLKIT_NP_ERROR_MATCHING_SESSION_KICKEDOUT,NP-36078-4,0x80552C52,An error occurred because the user has been kicked out of the current session.
SCE_TOOLKIT_NP_ERROR_MATCHING_SESSION_UPDATE_FAILED,NP-36079-5,0x80552C53,An error occurred because the operation failed to update the current session.
SCE_TOOLKIT_NP_ERROR_MATCHING_INVALID_MODIFY_ATTRIBUTES,NP-36080-7,0x80552C54,An error occurred because the operation failed to modify the current session attributes.
SCE_TOOLKIT_NP_ERROR_MATCHING_NO_SESSION_ACTIVE,NP-36081-8,0x80552C55,An error occurred because the operation failed to modify the current session as the session you trying to update is not active.
SCE_TOOLKIT_NP_ERROR_MATCHING_ATTRIBUTES_ALREADY_REGISTERED,NP-36082-9,0x80552C56,An error occurred because the session attributes where already registered.
SCE_TOOLKIT_NP_ERROR_MATCHING_INVALID_ROOM_MESSAGE,NP-36083-0,0x80552C57,An error occurred because the wrong message flag was specified.
SCE_TOOLKIT_NP_ERROR_MATCHING_INVALID_SLOTS_INFORMATION,NP-36084-1,0x80552C58,An error occurred because the wrong combination of slots information was provided for the session.
SCE_TOOLKIT_NP_ERROR_TSS_NO_DATA,NP-36085-2,0x80552C60,An error occurred because there was no data on the TSS server.
SCE_TOOLKIT_NP_ERROR_TSS_BUFFER_TOO_SMALL,NP-36086-3,0x80552C61,An error occurred because the buffer passed in was too small.
SCE_TOOLKIT_NP_ERROR_TUS_NO_VARS,NP-36087-4,0x80552C62,An error occurred because an invalid parameter which contained no variables was passed into a function.
SCE_TOOLKIT_NP_ERROR_TUS_NO_DATA,NP-36088-5,0x80552C63,An error occurred because there was no data on the TUS server.
SCE_TOOLKIT_NP_ERROR_AUTH_NO_VALID_CACHED_TICKET,NP-36089-6,0x80552C64,An error occurred because there was no valid cached ticket.
SCE_TOOLKIT_NP_ERROR_AUTH_CLIENT_ID_NOT_SET,NP-36090-8,0x80552C65,An error occurred because there was no valid cached ticket.
SCE_TOOLKIT_NP_ERROR_USER_PROFILE_INFORMATION_NOT_CACHED,NP-36091-9,0x80552C66,< An error occurred because the user profile information was not cached.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_ERROR_NULL_VALUE,NP-36092-0,0x80552C67,An error occurred because the WebAPI request had a <c>NULL</c> value.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_REQUEST_BODY,NP-36093-1,0x80552C70,An error occurred because the body of the request was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_QUERY_STRING,NP-36094-2,0x80552C71,An error occurred because the query string was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_ENVIRONMENT,NP-36095-3,0x80552C72,An error occurred because the NP environment name is invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_LARGE_BODY,NP-36096-4,0x80552C73,An error occurred because the request body was too long.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_UNSUPPORTED_API,NP-36097-5,0x80552C74,An error occurred because the API is unsupported.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_ONLINE_ID,NP-36098-6,0x80552C75,An error occurred because the Online ID was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_ACCESS_DENIED_RESOURCE,NP-36099-7,0x80552C76,An error occurred because access to a resource was attempted by a non-owner.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_FIELDS_PARAM,NP-36100-0,0x80552C77,An error occurred because a query string value is invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_BAD_REQUEST,NP-36101-1,0x80552C78,An error occurred because an invalid value was included in the request.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_PARAM_COMBINATION,NP-36102-2,0x80552C79,An error occurred because the query value in the query string was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_PLATFORM,NP-36103-3,0x80552C7A,An error occurred because the platform was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_NO_SUCH_USER,NP-36104-4,0x80552C7B,An error occurred because the target user does not exist.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_RESOURCE_NOT_FOUND,NP-36105-5,0x80552C7C,An error occurred because the resource could not be found.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_ACCESS_TOKEN,NP-36106-6,0x80552C7D,An error occurred because the access token was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_NOT_AUTHORISED,NP-36107-7,0x80552C7E,An error occurred because the request was not authorised.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_TITLE_MISMATCH,NP-36108-8,0x80552C7F,An error occurred because the titles do not match.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_ACCESS_DENIED_PRIVACY,NP-36109-9,0x80552C80,An error occurred because the access was denied.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_EXCEEDED_RATE_LIMIT,NP-36110-1,0x80552C81,An error occurred because the API rate limit was exceeded.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_NOT_AUTHORISED_TITLE,NP-36111-2,0x80552C82,An error occurred because the title cannot be used for this service.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INTERNAL_SERVER,NP-36112-3,0x80552C83,An error occurred because an internal server error occurred.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_SERVER_BUSY,NP-36113-4,0x80552C84,An error occurred because the server is overloaded.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_UNDER_MAINTENANCE,NP-36114-5,0x80552C85,An error occurred because the server is undergoing maintenance.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_SERVICE_CLOSED,NP-36115-6,0x80552C86,An error occurred because the service has been temporarily suspended.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_UNEXPECTED,NP-36116-7,0x80552C87,An error occurred because an unexpected error occurred.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_EXPIRED_ACCESS_TOKEN,NP-36117-8,0x80552C88,An error occurred because the access token has expired.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_LIMIT_PARAM,NP-36118-9,0x80552C89,An error occurred because the limit parameter was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_OFFSET_PARAM,NP-36119-0,0x80552C8A,An error occurred because the offset parameter was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_NOT_ALLOWED_OFFLINE,NP-36120-2,0x80552C8B,An error occurred because the operation is not allowed offline.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_ORDERBY_PARAM,NP-36121-3,0x80552C8C,An error occurred because the orderby parameter was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_SESSION_PLATFORM,NP-36122-4,0x80552C8D,An error occurred because the session target platform was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_SESSION_IMAGE,NP-36123-5,0x80552C8E,An error occurred because the session image was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_SESSION_DATA,NP-36124-6,0x80552C8F,An error occurred because the session data was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_NOT_PERMITTED_SESSION_ACCESS,NP-36125-7,0x80552C90,An error occurred because the session access was not permitted.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_SESSION_FULL,NP-36126-8,0x80552C91,An error occurred because the session was full.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_SESSION_DATA_REQUIRED,NP-36127-9,0x80552C92,An error occurred because the session data was not supplied.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_SESSION_IMAGE_REQUIRED,NP-36128-0,0x80552C93,An error occurred because the session image was not supplied.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_SESSION_TYPE,NP-36129-1,0x80552C94,An error occurred because the session type was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_SESSION_PRIVACY,NP-36130-3,0x80552C95,An error occurred because the session privacy value was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_SESSION_MAX_USER,NP-36131-4,0x80552C96,An error occurred because the session max user value was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_SESSION_NAME,NP-36132-5,0x80552C97,An error occurred because the session name was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_SESSION_STATUS,NP-36133-6,0x80552C98,An error occurred because the session status was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_SESSION_ONLY_MEMBER_PERMITTED,NP-36134-7,0x80552C99,An error occurred because only session members are permitted to perform this operation.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_SESSION_ONLY_CREATOR_PERMITTED,NP-36135-8,0x80552C9A,An error occurred because only the session creator is permitted to perform this operation.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_PROFILE_INVALID_AVATAR_SIZE,NP-36136-9,0x80552C9B,An error occurred because the avatar size was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_FRIEND_INVALID_STATUS,NP-36137-0,0x80552C9C,An error occurred because the friend status was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_PRESENCE_INVALID_PLATFORM,NP-36138-1,0x80552C9D,An error occurred because the presence platform was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_PRESENCE_INVALID_TYPE,NP-36139-2,0x80552C9E,An error occurred because the presence type was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_PRESENCE_NON_FRIEND_ACCESS,NP-36140-4,0x80552CA0,An error occurred because access was attempted by a non-owner or non-friend.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_PRESENCE_TOO_LONG_STATUS,NP-36141-5,0x80552CA1,An error occurred because the presence status was too long.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_PRESENCE_TOO_LONG_DATA,NP-36142-6,0x80552CA2,An error occurred because the presence data was too long.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_PRESENCE_INVALID_TITLE_ID,NP-36143-7,0x80552CA3,An error occurred because the presence Title ID was too long.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_PRESENCE_INVALID_COMMS_ID,NP-36144-8,0x80552CA4,An error occurred because the presence Communication ID was too long.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_BASEURL_INVALID_API_GROUP,NP-36145-9,0x80552CA5,An error occurred because the base URL API group was invalid.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_BASEURL_UNKNOWN_CLIENT_ID,NP-36146-0,0x80552CA6,An error occurred because the base URL Client ID was unknown.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_RESPONSE,NP-36147-1,0x80552CA7,An error occurred because an HTTP error response was received.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_INVALID_FILTER_PARAM,NP-36148-2,0x80552CA8,An error occurred because there was an invalid filter parameter.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_GAME_CUSTOM_DATA_EXPIRED,NP-36149-3,0x80552CAA,An error occurred because there was an invalid filter parameter.
SCE_TOOLKIT_NP_ERROR_WEBAPI_HTTP_GAME_CUSTOM_DATA_ALREADY_USED,NP-36150-5,0x80552CAB,An error occurred because there was an invalid filter parameter.
SCE_TOOLKIT_NP_ERROR_INFORMATION_NOT_CACHED,NP-36151-6,0x80552CD0,An error occurred because the user profile information was not cached.
SCE_TOOLKIT_NP_ERROR_INFORMATION_CACHE_NOT_IMPL,NP-36152-7,0x80552CD1,An error occurred because user profile information was not cached.
SCE_TOOLKIT_NP_ERROR_TROPHY_NOT_INITIALISED,NP-36153-8,0x80552CD2,An error occurred because the trophy service has not been initialized.
SCE_TOOLKIT_NP_ERROR_TROPHY_NOT_REGISTERED,NP-36154-9,0x80552CD3,An error occurred because the trophy set file has not been registered.
SCE_TOOLKIT_NP_ERROR_TROPHY_ABORT_FAIL,NP-36155-0,0x80552CD4,An error occurred because an attempt to abort a trophy registration failed.
SCE_TOOLKIT_NP_ERROR_TROPHY_BUSY,NP-36156-1,0x80552CD5,An error occurred because the trophy service is processing a long request.
SCE_TOOLKIT_NP_ERROR_TROPHY_ALREADY_REGISTERED,NP-36157-2,0x80552CD6,An error occurred because the trophy sets are already registered.
SCE_TOOLKIT_NP_ERROR_TROPHY_NOT_TERMINATED,NP-36158-3,0x80552CD7,An error occurred because the trophy service is not terminated.
SCE_TOOLKIT_NP_ERROR_TROPHY_UPDATE_ERROR,NP-36159-4,0x80552CD8,An error occurred because the trophy list cache cannot be updated.
SCE_TOOLKIT_NP_ERROR_TROPHY_REGISTERING,NP-36160-6,0x80552CD9,An error occurred because an attempt to register another trophy is still processing.
SCE_TOOLKIT_NP_ERROR_TROPHY_SETUP_DIALOG_ALREADY_RUNNING,NP-36161-7,0x80552CDA,An error occurred because an attempt was made invoke more than one setup dialog at the same time.
SCE_TOOLKIT_NP_ERROR_TROPHY_ALREADY_INITIALISED,NP-36162-8,0x80552CDB,An error occurred because the trophy service is already initialized.
SCE_TOOLKIT_NP_ERROR_TROPHY_NOT_ENOUGH_SPACE,NP-36163-9,0x80552CDC,An error occurred because there is not enough space to install the trophy set.
SCE_TOOLKIT_NP_ERROR_MESSAGE_ATTACHMENT_INVALID,NP-36164-0,0x80552CDD,An error occurred because the attachment is invalid.
SCE_TOOLKIT_NP_ERROR_MESSAGE_TYPE_INVALID,NP-36165-1,0x80552CDE,An error occurred because the message type is invalid.
SCE_TOOLKIT_NP_ERROR_MESSAGE_SERVICE_BUSY,NP-36166-2,0x80552CDF,An error occurred because the messaging service is processing a previous request.
SCE_TOOLKIT_NP_ERROR_MESSAGE_ARGUMENTS_INVALID,NP-36167-3,0x80552CE0,An error occurred because invalid arguments were passed.
SCE_TOOLKIT_NP_ERROR_COMMERCE_NO_PRODUCTS,NP-36168-4,0x80552CE1,There are no products available for this user on the Store.
SCE_TOOLKIT_NP_ERROR_WORD_FILTER_SLOT_FULL,NP-36169-5,0x80552CE2,An error occurred because more than 32 requests have been made to the word filter service.
SCE_TOOLKIT_NP_ERROR_WORD_FILTER_REQUEST_ABORTED,NP-36170-7,0x80552CE3,An error occurred because the word filter request has been aborted.
SCE_TOOLKIT_NP_ERROR_SNS_ACCESS_TOKEN_ERROR,NP-36171-8,0x80552CE4,An error occurred while retrieving an access token from Facebook(R).
SCE_TOOLKIT_NP_ERROR_SNS_INVALID_MESSAGE,NP-36172-9,0x80552CE5,An error occurred because the contents of a Facebook(R) message were invalid.
SCE_TOOLKIT_NP_ERROR_SNS_MESSAGE_POST_FAILED,NP-36173-0,0x80552CE6,An error occurred because an attempt to post a message to Facebook(R) failed.
SCE_TOOLKIT_NP_ERROR_ABORT_FAILED_TO_FIND_REQUEST,NP-36174-1,0x80552CE7,Failed to find request to abort.
SCE_TOOLKIT_NP_ERROR_ABORT_FAILED_TO_ADD_ABORT_REQ,NP-36175-2,0x80552CE8,Failed to add abort request to list.
SCE_TOOLKIT_NP_ERROR_LOCK_ERROR_ALREADY_OWNED,NP-40583-0,0x80552CE9,The lock is already owned by another thread.
SCE_TOOLKIT_NP_ERROR_METHOD_DOES_EXIST,NP-40584-1,0x80552CEA,A generic ToolkitNp library error.
SCE_TOOLKIT_NP_ERROR_LOCK_ERRORS,NP-40585-2,0x80552CEB,General Locking Errors. Hopefully platform generic.
SCE_TOOLKIT_NP_ERROR_LOCK_ERROR_TIMEOUT,NP-40586-3,0x80552CEC,A lock timed out. Locks are indefinite currently so this should not happen.
SCE_TOOLKIT_NP_ERROR_LOCK_ERROR_UNKNOWN,NP-40587-4,0x80552CED,Other Errors
SCE_TOOLKIT_NP_ERROR_LOCK_ERROR_OUT_OF_IDS,NP-40588-5,0x80552CEE,No more Lock Ids could be allocated.
SCE_TOOLKIT_NP_ERROR_LOCK_ERROR_COND_EXISTS,NP-40589-6,0x80552CEF,A condition variable still exists related to this Mutex.
SCE_TOOLKIT_NP_ERROR_LOCK_ERROR_NOT_RECURSIVE,NP-40590-8,0x80552CF0,Can not recursively own Mutexes.
SCE_TOOLKIT_NP_ERROR_LOCK_ERROR_ID_INVALID,NP-40591-9,0x80552CF1,An Id for a mutex has become invalid somehow.
SCE_TOOLKIT_NP_ERROR_FUTURE_RESET,NP-40592-0,0x80552CF2,An error indicating that this future has been reset.
SCE_TOOLKIT_NP_ERROR_CHALLENGES_NOT_A_CHALLENGE,NP-40593-1,0x80552CF3,An error occurred because the requested item is not a challenge.
