SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_VIDEOCORE_ERROR_CODE_NOT_EXIST_RESOURCE_HANDLE,CE-33703-6,0x80DC0015,not exist resource handle
SCE_VIDEOCORE_ERROR_CODE_NO_DECODER_RESOURCE,CE-33704-7,0x80DC0016,can not acquire decoder resource
SCE_VIDEOCORE_ERROR_CODE_STREAM_SUSPENDED,CE-34699-1,0x80DC0017,stream suspended
SCE_VIDEOCORE_ERROR_CODE_STREAM_ABORTED,CE-34700-4,0x80DC0018,stream aborted
SCE_VIDEOCORE_ERROR_CODE_BACKGROUND,CE-36348-4,0x80DC0019,can not be processed at the back
SCE_VIDEOCORE_ERROR_CODE_GENERATE_THUMBNAIL_BUSY,CE-37762-5,0x80DC001B,cannot generate thumbnail for game
SCE_VIDEOCORE_ERROR_CODE_NOT_EXIST_SOURCEID,CE-40923-8,0x80DC001C,not exist sourceId
SCE_VIDEOCORE_ERROR_CODE_INPUT_BUFFER_FULL,CE-40924-9,0x80DC001D,InputBuffer is full
SCE_VIDEOCORE_ERROR_CODE_PARSING_MEDIA_SEGMENT,CE-40925-0,0x80DC001E,parsing media segment
SCE_VIDEOCORE_ERROR_CODE_SOURCE_FULL,CE-40926-1,0x80DC001F,source full
SCE_VIDEOCORE_ERROR_CODE_NOT_MEDIA_SOURCE_EXTENSIONS,CE-40927-2,0x80DC0020,Not MediaSourceExtensions
SCE_VIDEOCORE_ERROR_CODE_GENERATE_THUMBNAIL_TIMEOUT,CE-40928-3,0x80DC0021,timeout of get thumbnail
SCE_VIDEOCORE_ERROR_CODE_INVALID_PARAM_CORE,CE-33705-8,0x80DC0100,invalid argument（Core）
SCE_VIDEOCORE_ERROR_CODE_NOT_EXIST_STREAM,CE-33706-9,0x80DC0300,not exist stream
SCE_VIDEOCORE_ERROR_CODE_NOPLAYABLE,CE-33707-0,0x80DC0400,not playable
SCE_VIDEOCORE_ERROR_CODE_STOP,CE-33708-1,0x80DC0500,error stop
SCE_VIDEOCORE_ERROR_CODE_ENABLE_RAZOR,CE-34879-1,0x80DC0900,enable Razor setting
SCE_VIDEOCORE_ERROR_CODE_HTTP_NOT_FOUND,CE-37763-6,0x80DC0A00,detect HTTP 404 error
SCE_VIDEOCORE_ERROR_CODE_NOT_EXIST_SOURCE_BUFFER,CE-40929-4,0x80DC0B00,not exist sourceBuffer
SCE_VIDEOCORE_ERROR_CODE_SOURCE_BUFFER_NOT_SUPPORTED,CE-40930-6,0x80DC0C00,this source buffer is not supported
SCE_VIDEOCORE_ERROR_CODE_SOURCE_BUFFER_REACHED_LIMIT,CE-40931-7,0x80DC0D00,reached sourceBuffer creation limit
SCE_VIDEOCORE_ERROR_CODE_INVALID_PARAM_COREIF,CE-33709-2,0x80DC8002,invalid argument（Core IF）
SCE_VIDEOCORE_ERROR_CODE_VIDEOCORE_FUNCTION,CE-33710-4,0x80DC8008,not regist video core function
SCE_VIDEOCORE_ERROR_CODE_SCE_FUNCTION,CE-33711-5,0x80DC8009,sce function error
SCE_VIDEOCORE_ERROR_CODE_KERNEL_FUNCTION,CE-33712-6,0x80DC800A,kernel function error
SCE_VIDEOCORE_ERROR_CODE_IPMI,CE-33713-7,0x80DC800B,ipmi inter process communication error
SCE_VIDEOCORE_ERROR_CODE_IPMI_COREIF,CE-33714-8,0x80DC800C,ipmi inter process communication error（Core IF）
SCE_VIDEOCORE_ERROR_CODE_INTERNAL,CE-33715-9,0x80DC80FF,internal program error
SCE_VIDEOCORE_ERROR_CODE_INVALID_STATUS_CORE,CE-33716-0,0x80DC8200,invalid status（Core）
SCE_VIDEOCORE_ERROR_CODE_SCE_FUNCTION_CORE,CE-33717-1,0x80DC8600,sce function error（Core）
SCE_VIDEOCORE_ERROR_CODE_KERNEL_FUNCTION_CORE,CE-33718-2,0x80DC8700,kernel function error（Core）
SCE_VIDEOCORE_ERROR_CODE_IPMI_CORE,CE-33719-3,0x80DC8800,ipmi inter process communication error（Core）
SCE_VIDEOCORE_ERROR_CODE_INTERNAL_CORE,CE-33720-5,0x80DCFF00,internal program error（Core）
SCE_PF_AUTH_CLIENT_ERROR_INVALID_ARGUMENT,CE-33723-8,0x80DE0001,Invalid argument
SCE_PF_AUTH_CLIENT_ERROR_OUT_OF_MEMORY,CE-33724-9,0x80DE0002,No memory
SCE_PF_AUTH_CLIENT_ERROR_ABORTED,CE-33725-0,0x80DE0003,Request is aborted
SCE_PF_AUTH_CLIENT_ERROR_UNSUPPORTED_SYSTEM_SOFTWARE_VERSION,CE-33726-1,0x80DE0010,Invalid system software version
SCE_PF_AUTH_CLIENT_ERROR_EMERGENT_SYSTEM_SOFTWARE_UPDATE_REQUIRED,CE-33727-2,0x80DE0011,Emergent system software update is required(Not used at Day1)
SCE_PF_AUTH_CLIENT_ERROR_CONSOLE_BANNED,CE-33728-3,0x80DE0012,Console is banned
SCE_PF_AUTH_CLIENT_ERROR_AUTH_FAILED,CE-33729-4,0x80DE0013,Authentification is failed based on the client side problem
SCE_PF_AUTH_CLIENT_ERROR_CONSOLE_TOKEN_BUFFER_SIZE_NOT_ENOUGH,CE-33730-6,0x80DE0014,The buffer size for console token is not enough to store the console token
SCE_PF_AUTH_CLIENT_ERROR_SIGNATURE_NOT_VALID,CE-33731-7,0x80DE0015,The signature is not valid
SCE_PF_AUTH_CLIENT_SERVER_ERROR_UNKNOWN,CE-33732-8,0x80DE0030,Unknown server error
SCE_PF_AUTH_CLIENT_SERVER_ERROR_NULL_VALUE_NOT_ALLOWED,CE-33733-9,0x80DE0031,NULL is set as wrongly
SCE_PF_AUTH_CLIENT_SERVER_ERROR_INVALID_REQUEST_BODY,CE-33734-0,0x80DE0032,Invalid request body(English)
SCE_PF_AUTH_CLIENT_SERVER_ERROR_INVALID_QUERY_STRING,CE-33735-1,0x80DE0033,Invalid query string(English)
SCE_PF_AUTH_CLIENT_SERVER_ERROR_INVALID_NP_ENVIRONMENT,CE-33736-2,0x80DE0034,Invalid NP environment(English)
SCE_PF_AUTH_CLIENT_SERVER_ERROR_TOOL_LARGE_BODY,CE-33737-3,0x80DE0035,Body size is too big
SCE_PF_AUTH_CLIENT_SERVER_ERROR_UNSUPPORTED_API_VERSION,CE-33738-4,0x80DE0036,Unsupported API version
SCE_PF_AUTH_CLIENT_SERVER_ERROR_BAD_REQUEST,CE-33739-5,0x80DE0037,Bad request
SCE_PF_AUTH_CLIENT_SERVER_ERROR_NOT_AUTHORIZED,CE-33740-7,0x80DE0042,Server authentification is failed
SCE_PF_AUTH_CLIENT_SERVER_ERROR_RATE_LIMIT_EXCEEDED,CE-33741-8,0x80DE0043,Rate limite excceeded
SCE_PF_AUTH_CLIENT_SERVER_ERROR_INTERNAL_SERVER_ERROR,CE-33742-9,0x80DE0044,Internal server error
SCE_PF_AUTH_CLIENT_SERVER_ERROR_SERVER_BUSY,CE-33743-0,0x80DE0045,Server busy
SCE_PF_AUTH_CLIENT_SERVER_ERROR_SERVER_MAINTENANCE,CE-33744-1,0x80DE0046,Server maintenance
SCE_PF_AUTH_CLIENT_SERVER_ERROR_SERVICE_CLOSED,CE-33745-2,0x80DE0047,Service is closed
SCE_PF_AUTH_CLIENT_SERVER_ERROR_UNEXPECTED_ERROR,CE-33746-3,0x80DE0048,Unexpected server error
SCE_PF_AUTH_CLEINT_SERVER_ERROR_INVALID_REQUEST_BODY_SIZE,CE-33747-4,0x80DE0049,RequestBody size is invalid
SCE_PF_AUTH_CLIENT_SERVER_ERROR_MESSAGE_FORMAT_SIGNATURE_VERIFICATION_FAILED,CE-33748-5,0x80DE004A,Message format signature verification is failed
SCE_PF_AUTH_CLIENT_SERVER_ERROR_CERTPS_SIGNATURE_VERIFICATION_FAILED,CE-33749-6,0x80DE004B,CertPS signature verification is failed
SCE_PF_AUTH_CLIENT_SERVER_ERROR_NO_C1_DATA,CE-33750-8,0x80DE004C,There is no C1 result on server (Invalid context)
SCE_PF_AUTH_CLIENT_SERVER_ERROR_DPS_SIGNATURE_VERIFICATION_FAILED,CE-33751-9,0x80DE004D,D_ps signature verification is failed
SCE_PF_AUTH_CLIENT_SERVER_ERROR_DPS_MATCHING_CONFIRMATION_FAILED,CE-33752-0,0x80DE004E,D_ps matching confirmation is failed
SCE_PF_AUTH_CLIENT_SERVER_ERROR_KSES_HASH_MATCHING_FAILED,CE-33753-1,0x80DE004F,Kses hash matching is failed
SCE_PF_AUTH_CLIENT_SERVER_ERROR_CREATED_CONSOLE_TOKEN_TOO_LARGE,CE-33754-2,0x80DE0050,Publishing console token is failed because the size of created console token is bigger than determined max size(English)
SCE_PF_AUTH_CLIENT_SERVER_ERROR_NOT_FULFILL_A_REQUESTED_VERSION,CE-34701-5,0x80DE0051,Client does not fulfill a requested version for platform authentification(English)
SCE_PF_AUTH_CLIENT_SERVER_ERROR_INVALID_HEADER_MAGIC,CE-40932-8,0x80DE0052,Header magic from client is invalid(English)
SCE_PF_AUTH_CLIENT_SERVER_ERROR_INVALID_HEADER_PROTOCOL_VERSION,CE-40933-9,0x80DE0053,Header protocl version from client is invalid(English)
SCE_PF_AUTH_CLIENT_SERVER_ERROR_INVALID_HEADER_MSG_TYPE,CE-40934-0,0x80DE0054,Header msg type from client is invalid(English)
SCE_PF_AUTH_CLIENT_ERROR_SET_CLOCK_TIMEOUT,CE-37765-8,0x80DE0070,Timeout occurs when setting clock
SCE_MOUSE_ERROR_INVALID_ARG,CE-33755-3,0x80DF0001,invalid argument
SCE_MOUSE_ERROR_INVALID_PORT,CE-33756-4,0x80DF0002,invalid port
SCE_MOUSE_ERROR_INVALID_HANDLE,CE-33757-5,0x80DF0003,invalid handle
SCE_MOUSE_ERROR_ALREADY_OPENED,CE-33758-6,0x80DF0004,already opned the port.
SCE_MOUSE_ERROR_NOT_INITIALIZED,CE-33759-7,0x80DF0005,library uninitialized.
SCE_MOUSE_ERROR_FATAL,CE-33760-9,0x80DF00FF,fatal error
SCE_WEB_BROWSER_DIALOG_ERROR_NAVIGATION,CE-36349-5,0x80E21001,Navigation error
SCE_COMPANION_HTTPD_ERROR_UNKNOWN,CE-33844-2,0x80E40001,Undefined error
SCE_COMPANION_HTTPD_ERROR_FATAL,CE-33845-3,0x80E40002,Unpredictable error occurrence
SCE_COMPANION_HTTPD_ERROR_NOMEM,CE-33846-4,0x80E40003,Failure in memory allocation
SCE_COMPANION_HTTPD_ERROR_INVALID_PARAM,CE-33847-5,0x80E40004,Improper parameter
SCE_COMPANION_HTTPD_ERROR_INVALID_OPERATION,CE-33848-6,0x80E40005,Incorrect processing executed
SCE_COMPANION_HTTPD_ERROR_NOT_INITIALIZED,CE-33849-7,0x80E40006,Library uninitialized
SCE_COMPANION_HTTPD_ERROR_ALREADY_INITIALIZED,CE-33850-9,0x80E40007,ALREADY initialized
SCE_COMPANION_HTTPD_ERROR_NO_EVENT,CE-33851-0,0x80E40008,No events to obtain
SCE_COMPANION_HTTPD_ERROR_NOT_GENERATE_RESPONSE,CE-33852-1,0x80E40009,Perform default operations without setting an HTTP response
SCE_COMPANION_HTTPD_ERROR_ALREADY_STARTED,CE-33853-2,0x80E4000A,HTTP server is already started
SCE_COMPANION_HTTPD_ERROR_NOT_STARTED,CE-33854-3,0x80E4000B,HTTP server is not started
SCE_COMPANION_HTTPD_ERROR_ALREADY_REGISTERED,CE-36575-6,0x80E4000C,Already registered
SCE_COMPANION_HTTPD_ERROR_NOT_CONNECTED,CE-37775-9,0x80E4000D,CompanionApp is not connected
SCE_COMPANION_HTTPD_ERROR_USER_NOT_FOUND,CE-39963-0,0x80E4000E,User is not found
SCE_WEBVIEW_NETWORK_ERROR_UNSUPPORTED_PROTOCOL,WV-33894-7,0x80E80001,Invalid scheme was specified
SCE_WEBVIEW_NETWORK_ERROR_FAILED_INIT,WV-33895-8,0x80E80002,Very early initialization code failed. This is likely to be an internal error or problem.
SCE_WEBVIEW_NETWORK_ERROR_URL_MALFORMAT,WV-33896-9,0x80E80003,Invalid URL format was specified
SCE_WEBVIEW_NETWORK_ERROR_COULDNT_RESOLVE_PROXY,WV-33897-0,0x80E80005,Could not connect to the proxy server.
SCE_WEBVIEW_NETWORK_ERROR_COULDNT_RESOLVE_HOST,WV-33898-1,0x80E80006,Could not connect to the server.
SCE_WEBVIEW_NETWORK_ERROR_COULDNT_CONNECT,WV-33899-2,0x80E80007,Failed to connect() to host or proxy.
SCE_WEBVIEW_NETWORK_ERROR_REMOTE_ACCESS_DENIED,WV-33900-5,0x80E80009,a service was denied by the server due to lack of access - when login fails this is not returned.
SCE_WEBVIEW_NETWORK_ERROR_PARTIAL_FILE,WV-33901-6,0x80E80012,"A file transfer was shorter or larger than expected. This happens when the server first reports an expected transfer size, and then delivers data that doesn't match the previously given size."
SCE_WEBVIEW_NETWORK_ERROR_QUOTE_ERROR,WV-33902-7,0x80E80015,"When sending custom QUOTE commands to the remote server, one of the commands returned an error code that was 400 or higher."
SCE_WEBVIEW_NETWORK_ERROR_WRITE_ERROR,WV-33903-8,0x80E80017,could not write file or socket
SCE_WEBVIEW_NETWORK_ERROR_UPLOAD_FAILED,WV-33904-9,0x80E80019,failed upload command
SCE_WEBVIEW_NETWORK_ERROR_READ_ERROR,WV-33905-0,0x80E8001A,couldn't open/read from file
SCE_WEBVIEW_NETWORK_ERROR_OUT_OF_MEMORY,WV-33906-1,0x80E8001B,Out of memory. A memory allocation request failed. This is serious badness and things are severely screwed up if this ever occur.
SCE_WEBVIEW_NETWORK_ERROR_OPERATION_TIMEDOUT,WV-33907-2,0x80E8001C,Operation timeout. The specified time-out period was reached according to the conditions.
SCE_WEBVIEW_NETWORK_ERROR_RANGE_ERROR,WV-33908-3,0x80E80021,The HTTP server does not support or accept range requests.
SCE_WEBVIEW_NETWORK_ERROR_HTTP_POST_ERROR,WV-33909-4,0x80E80022,This is an odd error that mainly occurs due to internal confusion.
SCE_WEBVIEW_NETWORK_ERROR_SSL_CONNECT_ERROR,WV-33910-6,0x80E80023,wrong when connecting with SSL
SCE_WEBVIEW_NETWORK_ERROR_BAD_DOWNLOAD_RESUME,WV-33911-7,0x80E80024,Attempting FTP resume beyond file size.
SCE_WEBVIEW_NETWORK_ERROR_FILE_COULDNT_READ_FILE,WV-33912-8,0x80E80025,A file given with FILE:// couldn't be opened. Most likely because the file path doesn't identify an existing file. Did you check file permissions?
SCE_WEBVIEW_NETWORK_ERROR_FUNCTION_NOT_FOUND,WV-33913-9,0x80E80029,Function not found. A required LDAP function was not found.
SCE_WEBVIEW_NETWORK_ERROR_ABORTED_BY_CALLBACK,WV-33914-0,0x80E8002A,Aborted by callback. A callback returned abort to libcurl.
SCE_WEBVIEW_NETWORK_ERROR_BAD_FUNCTION_ARGUMENT,WV-33915-1,0x80E8002B,Internal error. A function was called with a bad parameter.
SCE_WEBVIEW_NETWORK_ERROR_INTERFACE_FAILED,WV-33916-2,0x80E8002D,Interface error. A specified outgoing interface could not be used. Set which interface to use for outgoing connections' source IP address with CURLOPT_INTERFACE.
SCE_WEBVIEW_NETWORK_ERROR_TOO_MANY_REDIRECTS,WV-33917-3,0x80E8002F,"Too many redirects. When following redirects, libcurl hit the maximum amount. Set your limit with CURLOPT_MAXREDIRS."
SCE_WEBVIEW_NETWORK_ERROR_UNKNOWN_OPTION,WV-33918-4,0x80E80030,An option set with CURLOPT_TELNETOPTIONS was not recognized/known. Refer to the appropriate documentation.
SCE_WEBVIEW_NETWORK_ERROR_PEER_FAILED_VERIFICATION,WV-33919-5,0x80E80033,The remote server's SSL certificate was deemed not OK.
SCE_WEBVIEW_NETWORK_ERROR_GOT_NOTHING,WV-36350-7,0x80E80034,"Nothing was returned from the server, and under the circumstances, getting nothing is considered an error."
SCE_WEBVIEW_NETWORK_ERROR_SEND_ERROR,WV-33920-7,0x80E80037,Failed sending network data.
SCE_WEBVIEW_NETWORK_ERROR_RECV_ERROR,WV-33921-8,0x80E80038,Failure with receiving network data.
SCE_WEBVIEW_NETWORK_ERROR_SSL_CERTPROBLEM,WV-33922-9,0x80E8003A,problem with the local certificate
SCE_WEBVIEW_NETWORK_ERROR_SSL_CIPHER,WV-33923-0,0x80E8003B,couldn't use specified cipher
SCE_WEBVIEW_NETWORK_ERROR_SSL_CACERT,WV-33924-1,0x80E8003C,problem with the CA cert (path?)
SCE_WEBVIEW_NETWORK_ERROR_BAD_CONTENT_ENCODING,WV-33925-2,0x80E8003D,Unrecognized transfer encoding
SCE_WEBVIEW_NETWORK_ERROR_FILESIZE_EXCEEDED,WV-33926-3,0x80E8003F,Maximum file size exceeded
SCE_WEBVIEW_NETWORK_ERROR_SEND_FAIL_REWIND,WV-33927-4,0x80E80041,"When doing a send operation curl had to rewind the data to retransmit, but the rewinding operation failed"
SCE_WEBVIEW_NETWORK_ERROR_SSL_ENGINE_INITFAILED,WV-33928-5,0x80E80042,failed to initialize SSL ENGINE
SCE_WEBVIEW_NETWORK_ERROR_SSL_CACERT_BADFILE,WV-33929-6,0x80E8004D,"could not load CACERT file, missing or wrong format"
SCE_WEBVIEW_NETWORK_ERROR_SSL_SHUTDOWN_FAILED,WV-33930-8,0x80E80050,failed to shutdown SSL ENGINE
SCE_WEBVIEW_NETWORK_ERROR_AGAIN,WV-33931-9,0x80E80051,Error when some network data is lost.
SCE_WEBVIEW_NETWORK_ERROR_SSL_ISSUER_ERROR,WV-33932-0,0x80E80053,Issuer check failed.  (Added in 7.19.0)
SCE_WEBVIEW_NETWORK_ERROR_CHUNK_FAILED,WV-33933-1,0x80E80058,Error when CRC check error is detected.
SCE_WEBVIEW_SSL_X509_ERROR_UNABLE_TO_GET_ISSUER_CERT,WV-36351-8,0x80E81002,
SCE_WEBVIEW_SSL_X509_ERROR_UNABLE_TO_GET_CR,WV-36352-9,0x80E81003,
SCE_WEBVIEW_SSL_X509_ERROR_UNABLE_TO_DECRYPT_CERT_SIGNATURE,WV-36353-0,0x80E81004,
SCE_WEBVIEW_SSL_X509_ERROR_UNABLE_TO_DECRYPT_CRL_SIGNATURE,WV-36354-1,0x80E81005,
SCE_WEBVIEW_SSL_X509_ERROR_UNABLE_TO_DECODE_ISSUER_PUBLIC_KEY,WV-36355-2,0x80E81006,
SCE_WEBVIEW_SSL_X509_ERROR_CERT_SIGNATURE_FAILURE,WV-36356-3,0x80E81007,
SCE_WEBVIEW_SSL_X509_ERROR_CRL_SIGNATURE_FAILURE,WV-36357-4,0x80E81008,
SCE_WEBVIEW_SSL_X509_ERROR_CERT_NOT_YET_VALID,WV-36358-5,0x80E81009,
SCE_WEBVIEW_SSL_X509_ERROR_CERT_HAS_EXPIRED,WV-36359-6,0x80E8100A,
SCE_WEBVIEW_SSL_X509_ERROR_CRL_NOT_YET_VALID,WV-36360-8,0x80E8100B,
SCE_WEBVIEW_SSL_X509_ERROR_CRL_HAS_EXPIRED,WV-36361-9,0x80E8100C,
SCE_WEBVIEW_SSL_X509_ERROR_ERROR_IN_CERT_NOT_BEFORE_FIELD,WV-36362-0,0x80E8100D,
SCE_WEBVIEW_SSL_X509_ERROR_ERROR_IN_CERT_NOT_AFTER_FIELD,WV-36363-1,0x80E8100E,
SCE_WEBVIEW_SSL_X509_ERROR_ERROR_IN_CRL_LAST_UPDATE_FIELD,WV-36364-2,0x80E8100F,
SCE_WEBVIEW_SSL_X509_ERROR_ERROR_IN_CRL_NEXT_UPDATE_FIELD,WV-36365-3,0x80E81010,
SCE_WEBVIEW_SSL_X509_ERROR_OUT_OF_MEM,WV-36366-4,0x80E81011,
SCE_WEBVIEW_SSL_X509_ERROR_DEPTH_ZERO_SELF_SIGNED_CERT,WV-36367-5,0x80E81012,
SCE_WEBVIEW_SSL_X509_ERROR_SELF_SIGNED_CERT_IN_CHAIN,WV-36368-6,0x80E81013,
SCE_WEBVIEW_SSL_X509_ERROR_UNABLE_TO_GET_ISSUER_CERT_LOCALLY,WV-36369-7,0x80E81014,
SCE_WEBVIEW_SSL_X509_ERROR_UNABLE_TO_VERIFY_LEAF_SIGNATURE,WV-36370-9,0x80E81015,
SCE_WEBVIEW_SSL_X509_ERROR_CERT_CHAIN_TOO_LONG,WV-36371-0,0x80E81016,
SCE_WEBVIEW_SSL_X509_ERROR_CERT_REVOKED,WV-36372-1,0x80E81017,
SCE_WEBVIEW_SSL_X509_ERROR_INVALID_CA,WV-36373-2,0x80E81018,
SCE_WEBVIEW_SSL_X509_ERROR_PATH_LENGTH_EXCEEDED,WV-36374-3,0x80E81019,
SCE_WEBVIEW_SSL_X509_ERROR_INVALID_PURPOSE,WV-36375-4,0x80E8101A,
SCE_WEBVIEW_SSL_X509_ERROR_CERT_UNTRUSTED,WV-36376-5,0x80E8101B,
SCE_WEBVIEW_SSL_X509_ERROR_CERT_REJECTED,WV-36377-6,0x80E8101C,
SCE_WEBVIEW_SSL_X509_ERROR_SUBJECT_ISSUER_MISMATCH,WV-36378-7,0x80E8101D,
SCE_WEBVIEW_SSL_X509_ERROR_AKID_SKID_MISMATCH,WV-36379-8,0x80E8101E,
SCE_WEBVIEW_SSL_X509_ERROR_AKID_ISSUER_SERIAL_MISMATCH,WV-36380-0,0x80E8101F,
SCE_WEBVIEW_SSL_X509_ERROR_KEYUSAGE_NO_CERTSIGN,WV-36381-1,0x80E81020,
SCE_WEBVIEW_SSL_X509_ERROR_UNABLE_TO_GET_CRL_ISSUER,WV-36382-2,0x80E81021,
SCE_WEBVIEW_SSL_X509_ERROR_UNHANDLED_CRITICAL_EXTENSION,WV-36383-3,0x80E81022,
SCE_WEBVIEW_SSL_X509_ERROR_KEYUSAGE_NO_CRL_SIGN,WV-36384-4,0x80E81023,
SCE_WEBVIEW_SSL_X509_ERROR_UNHANDLED_CRITICAL_CRL_EXTENSION,WV-36385-5,0x80E81024,
SCE_WEBVIEW_SSL_X509_ERROR_INVALID_NON_CA,WV-36386-6,0x80E81025,
SCE_WEBVIEW_SSL_X509_ERROR_PROXY_PATH_LENGTH_EXCEEDED,WV-36387-7,0x80E81026,
SCE_WEBVIEW_SSL_X509_ERROR_KEYUSAGE_NO_DIGITAL_SIGNATURE,WV-36388-8,0x80E81027,
SCE_WEBVIEW_SSL_X509_ERROR_PROXY_CERTIFICATES_NOT_ALLOWED,WV-36389-9,0x80E81028,
SCE_WEBVIEW_SSL_X509_ERROR_INVALID_EXTENSION,WV-36390-1,0x80E81029,
SCE_WEBVIEW_SSL_X509_ERROR_INVALID_POLICY_EXTENSION,WV-36391-2,0x80E8102A,
SCE_WEBVIEW_SSL_X509_ERROR_NO_EXPLICIT_POLICY,WV-36392-3,0x80E8102B,
SCE_WEBVIEW_SSL_X509_ERROR_DIFFERENT_CRL_SCOPE,WV-36393-4,0x80E8102C,
SCE_WEBVIEW_SSL_X509_ERROR_UNSUPPORTED_EXTENSION_FEATURE,WV-36394-5,0x80E8102D,
SCE_WEBVIEW_SSL_X509_ERROR_UNNESTED_RESOURCE,WV-36395-6,0x80E8102E,
SCE_WEBVIEW_SSL_X509_ERROR_PERMITTED_VIOLATION,WV-36396-7,0x80E8102F,
SCE_WEBVIEW_SSL_X509_ERROR_EXCLUDED_VIOLATION,WV-36397-8,0x80E81030,
SCE_WEBVIEW_SSL_X509_ERROR_SUBTREE_MINMAX,WV-36398-9,0x80E81031,
SCE_WEBVIEW_SSL_X509_ERROR_APPLICATION_VERIFICATION,WV-36399-0,0x80E81032,
SCE_WEBVIEW_SSL_X509_ERROR_UNSUPPORTED_CONSTRAINT_TYPE,WV-36400-3,0x80E81033,
SCE_WEBVIEW_SSL_X509_ERROR_UNSUPPORTED_CONSTRAINT_SYNTAX,WV-36401-4,0x80E81034,
SCE_WEBVIEW_SSL_X509_ERROR_UNSUPPORTED_NAME_SYNTAX,WV-36402-5,0x80E81035,
SCE_WEBVIEW_SSL_X509_ERROR_CRL_PATH_VALIDATION_ERROR,WV-36403-6,0x80E81036,
SCE_WEBVIEW_SSL_X509_ERROR_SSL_CN_CHECK,WV-36404-7,0x80E81064,
SCE_WEBVIEW_LOAD_ERROR_CANCELED,WV-37776-0,0x80E82000,Load cancelled
SCE_WEBVIEW_LOAD_ERROR_BLOCKED,WV-37777-1,0x80E82001,Unsafe port access is detected.
SCE_WEBVIEW_LOAD_ERROR_CANNOT_SHOW_URL,WV-37778-2,0x80E82002,Cannot show url
SCE_WEBVIEW_LOAD_ERROR_INTERRUPTED_FOR_POLICY_CHANGE,WV-37779-3,0x80E82003,Interrupted for policy change
SCE_WEBVIEW_LOAD_ERROR_CANNOT_SHOW_MIME_TYPE,WV-37780-5,0x80E82004,Cannot show mime type
SCE_WEBVIEW_LOAD_ERROR_FILE_DOES_NOT_EXIST,WV-37781-6,0x80E82005,File does not exist
SCE_WEBVIEW_LOAD_ERROR_PLUGIN_WILL_HANDLE_LOAD,WV-37782-7,0x80E82006,Plugin will handle load
SCE_AUDIO3D_ERROR_UNKNOWN,CE-33951-1,0x80EA0001,Unknown error. This value should not be used.
SCE_AUDIO3D_ERROR_INVALID_PORT,CE-33952-2,0x80EA0002,The specified port does not exist.
SCE_AUDIO3D_ERROR_INVALID_OBJECT,CE-33953-3,0x80EA0003,The specified object does not exist.
SCE_AUDIO3D_ERROR_INVALID_PARAMETER,CE-33954-4,0x80EA0004,An invalid parameter was passed.
SCE_AUDIO3D_ERROR_OUT_OF_MEMORY,CE-33955-5,0x80EA0005,Not enough memory to perform the operation.
SCE_AUDIO3D_ERROR_OUT_OF_RESOURCES,CE-33956-6,0x80EA0006,Not enough resources to perform the operation.
SCE_AUDIO3D_ERROR_NOT_READY,CE-33957-7,0x80EA0007,The operation cannot be performed at the moment.
SCE_AUDIO3D_ERROR_NOT_SUPPORTED,CE-38756-9,0x80EA0008,The operation is not supported.
SCE_ERROR_DIALOG_ERROR_NOT_INITIALIZED,CE-33994-8,0x80ED0001,The Dialog has not been initialized
SCE_ERROR_DIALOG_ERROR_ALREADY_INITIALIZED,CE-33995-9,0x80ED0002,The dialog is already initialized.
SCE_ERROR_DIALOG_ERROR_PARAM_INVALID,CE-33996-0,0x80ED0003,It is an invalid parameter
SCE_ERROR_DIALOG_ERROR_UNEXPECTED_FATAL,CE-33997-1,0x80ED0004,Unexpected fatal error occurred
SCE_ERROR_DIALOG_ERROR_INVALID_STATE,CE-33998-2,0x80ED0005,It's the state that is unable to call the API.
SCE_ERROR_DIALOG_ERROR_SERVICE_BUSY,CE-33999-3,0x80ED0006,It's the service state that is unable to call the API.
SCE_ERROR_DIALOG_ERROR_INVALID_USER_ID,CE-34000-7,0x80ED0007,Invalid user ID was specified.
SCE_MOVE_ERROR_NOT_INIT,CE-34001-8,0x80EE0001,Not initialized.
SCE_MOVE_ERROR_ALREADY_INIT,CE-34002-9,0x80EE0002,Already initialized.
SCE_MOVE_ERROR_INVALID_ARG,CE-34003-0,0x80EE0003,Invalid argument.
SCE_MOVE_ERROR_INVALID_HANDLE,CE-34004-1,0x80EE0004,Invalid Move library handle.
SCE_MOVE_ERROR_MAX_CONTROLLERS_EXCEEDED,CE-34005-2,0x80EE0005,Maximum number of ports that can be opened has already been reached.
SCE_MOVE_ERROR_INVALID_PORT,CE-34006-3,0x80EE0006,Invalid port.
SCE_MOVE_ERROR_ALREADY_OPENED,CE-34007-4,0x80EE0007,Already opened the port.
SCE_MOVE_ERROR_FATAL,CE-34008-5,0x80EE00FF,Fatal error.
SCE_MOVE_TRACKER_ERROR_NOT_INIT,CE-34009-6,0x80EF0001,Not initialized.
SCE_MOVE_TRACKER_ERROR_ALREADY_INIT,CE-34010-8,0x80EF0002,Already initialized.
SCE_MOVE_TRACKER_ERROR_INVALID_ARG,CE-34011-9,0x80EF0003,Invalid argument.
SCE_MOVE_TRACKER_ERROR_INVALID_HANDLE,CE-34012-0,0x80EF0004,Invalid Move library handle.
